Time_Index,Price_tonne_z1,Price_tonne_z2,Price_tonne_z3
140,969,969,969
141,969,969,969
142,969,969,969
143,969,969,969
144,969,969,969
145,969,969,969
146,969,969,969
147,969,969,969
148,969,969,969
149,969,969,969
150,969,969,969
151,969,969,969
152,969,969,969
153,969,969,969
154,969,969,969
155,969,969,969
156,969,969,969
157,969,969,969
158,969,969,969
159,969,969,969
160,969,969,969
161,969,969,969
162,969,969,969
163,969,969,969
164,969,969,969
165,969,969,969
166,969,969,969
167,969,969,969
168,969,969,969
169,969,969,969
170,969,969,969
171,969,969,969
172,969,969,969
173,969,969,969
174,969,969,969
175,969,969,969
176,969,969,969
177,969,969,969
178,969,969,969
179,969,969,969
180,969,969,969
181,969,969,969
182,969,969,969
183,969,969,969
184,969,969,969
185,969,969,969
186,969,969,969
187,969,969,969
188,969,969,969
189,969,969,969
190,969,969,969
191,969,969,969
192,969,969,969
193,969,969,969
194,969,969,969
195,969,969,969
196,969,969,969
197,969,969,969
198,969,969,969
199,969,969,969
200,969,969,969
201,969,969,969
202,969,969,969
203,969,969,969
204,969,969,969
205,969,969,969
206,969,969,969
207,969,969,969
208,969,969,969
209,969,969,969
210,969,969,969
211,969,969,969
212,969,969,969
213,969,969,969
214,969,969,969
215,969,969,969
216,969,969,969
217,969,969,969
218,969,969,969
219,969,969,969
220,969,969,969
221,969,969,969
222,969,969,969
223,969,969,969
224,969,969,969
225,969,969,969
226,969,969,969
227,969,969,969
228,969,969,969
229,969,969,969
230,969,969,969
231,969,969,969
232,969,969,969
233,969,969,969
234,969,969,969
235,969,969,969
236,969,969,969
237,969,969,969
238,969,969,969
239,969,969,969
240,969,969,969
241,969,969,969
242,969,969,969
243,969,969,969
244,969,969,969
245,969,969,969
246,969,969,969
247,969,969,969
248,969,969,969
249,969,969,969
250,969,969,969
251,969,969,969
252,969,969,969
253,969,969,969
254,969,969,969
255,969,969,969
256,969,969,969
257,969,969,969
258,969,969,969
259,969,969,969
260,969,969,969
261,969,969,969
262,969,969,969
263,969,969,969
264,969,969,969
265,969,969,969
266,969,969,969
267,969,969,969
268,969,969,969
269,969,969,969
270,969,969,969
271,969,969,969
272,969,969,969
273,969,969,969
274,969,969,969
275,969,969,969
276,969,969,969
277,969,969,969
278,969,969,969
279,969,969,969
280,969,969,969
281,969,969,969
282,969,969,969
283,969,969,969
284,969,969,969
285,969,969,969
286,969,969,969
287,969,969,969
288,969,969,969
289,969,969,969
290,969,969,969
291,969,969,969
292,969,969,969
293,969,969,969
294,969,969,969
295,969,969,969
296,969,969,969
297,969,969,969
298,969,969,969
299,969,969,969
300,969,969,969
301,969,969,969
302,969,969,969
303,969,969,969
304,969,969,969
305,969,969,969
306,969,969,969
307,969,969,969
308,969,969,969
309,969,969,969
310,969,969,969
311,969,969,969
312,969,969,969
313,969,969,969
314,969,969,969
315,969,969,969
316,969,969,969
317,969,969,969
318,969,969,969
319,969,969,969
320,969,969,969
321,969,969,969
322,969,969,969
323,969,969,969
324,969,969,969
325,969,969,969
326,969,969,969
327,969,969,969
328,969,969,969
329,969,969,969
330,969,969,969
331,969,969,969
332,969,969,969
333,969,969,969
334,969,969,969
335,969,969,969
336,969,969,969
337,969,969,969
338,969,969,969
339,969,969,969
340,969,969,969
341,969,969,969
342,969,969,969
343,969,969,969
344,969,969,969
345,969,969,969
346,969,969,969
347,969,969,969
348,969,969,969
349,969,969,969
350,969,969,969
351,969,969,969
352,969,969,969
353,969,969,969
354,969,969,969
355,969,969,969
356,969,969,969
357,969,969,969
358,969,969,969
359,969,969,969
360,969,969,969
361,969,969,969
362,969,969,969
363,969,969,969
364,969,969,969
365,969,969,969
366,969,969,969
367,969,969,969
368,969,969,969
369,969,969,969
370,969,969,969
371,969,969,969
372,969,969,969
373,969,969,969
374,969,969,969
375,969,969,969
376,969,969,969
377,969,969,969
378,969,969,969
379,969,969,969
380,969,969,969
381,969,969,969
382,969,969,969
383,969,969,969
384,969,969,969
385,969,969,969
386,969,969,969
387,969,969,969
388,969,969,969
389,969,969,969
390,969,969,969
391,969,969,969
392,969,969,969
393,969,969,969
394,969,969,969
395,969,969,969
396,969,969,969
397,969,969,969
398,969,969,969
399,969,969,969
400,969,969,969
401,969,969,969
402,969,969,969
403,969,969,969
404,969,969,969
405,969,969,969
406,969,969,969
407,969,969,969
408,969,969,969
409,969,969,969
410,969,969,969
411,969,969,969
412,969,969,969
413,969,969,969
414,969,969,969
415,969,969,969
416,969,969,969
417,969,969,969
418,969,969,969
419,969,969,969
420,969,969,969
421,969,969,969
422,969,969,969
423,969,969,969
424,969,969,969
425,969,969,969
426,969,969,969
427,969,969,969
428,969,969,969
429,969,969,969
430,969,969,969
431,969,969,969
432,969,969,969
433,969,969,969
434,969,969,969
435,969,969,969
436,969,969,969
437,969,969,969
438,969,969,969
439,969,969,969
440,969,969,969
441,969,969,969
442,969,969,969
443,969,969,969
444,969,969,969
445,969,969,969
446,969,969,969
447,969,969,969
448,969,969,969
449,969,969,969
450,969,969,969
451,969,969,969
452,969,969,969
453,969,969,969
454,969,969,969
455,969,969,969
456,969,969,969
457,969,969,969
458,969,969,969
459,969,969,969
460,969,969,969
461,969,969,969
462,969,969,969
463,969,969,969
464,969,969,969
465,969,969,969
466,969,969,969
467,969,969,969
468,969,969,969
469,969,969,969
470,969,969,969
471,969,969,969
472,969,969,969
473,969,969,969
474,969,969,969
475,969,969,969
476,969,969,969
477,969,969,969
478,969,969,969
479,969,969,969
480,969,969,969
481,969,969,969
482,969,969,969
483,969,969,969
484,969,969,969
485,969,969,969
486,969,969,969
487,969,969,969
488,969,969,969
489,969,969,969
490,969,969,969
491,969,969,969
492,969,969,969
493,969,969,969
494,969,969,969
495,969,969,969
496,969,969,969
497,969,969,969
498,969,969,969
499,969,969,969
500,969,969,969
501,969,969,969
502,969,969,969
503,969,969,969
504,969,969,969
505,969,969,969
506,969,969,969
507,969,969,969
508,969,969,969
509,969,969,969
510,969,969,969
511,969,969,969
512,969,969,969
513,969,969,969
514,969,969,969
515,969,969,969
516,969,969,969
517,969,969,969
518,969,969,969
519,969,969,969
520,969,969,969
521,969,969,969
522,969,969,969
523,969,969,969
524,969,969,969
525,969,969,969
526,969,969,969
527,969,969,969
528,969,969,969
529,969,969,969
530,969,969,969
531,969,969,969
532,969,969,969
533,969,969,969
534,969,969,969
535,969,969,969
536,969,969,969
537,969,969,969
538,969,969,969
539,969,969,969
540,969,969,969
541,969,969,969
542,969,969,969
543,969,969,969
544,969,969,969
545,969,969,969
546,969,969,969
547,969,969,969
548,969,969,969
549,969,969,969
550,969,969,969
551,969,969,969
552,969,969,969
553,969,969,969
554,969,969,969
555,969,969,969
556,969,969,969
557,969,969,969
558,969,969,969
559,969,969,969
560,969,969,969
561,969,969,969
562,969,969,969
563,969,969,969
564,969,969,969
565,969,969,969
566,969,969,969
567,969,969,969
568,969,969,969
569,969,969,969
570,969,969,969
571,969,969,969
572,969,969,969
573,969,969,969
574,969,969,969
575,969,969,969
576,969,969,969
577,969,969,969
578,969,969,969
579,969,969,969
580,969,969,969
581,969,969,969
582,969,969,969
583,969,969,969
584,969,969,969
585,969,969,969
586,969,969,969
587,969,969,969
588,969,969,969
589,969,969,969
590,969,969,969
591,969,969,969
592,969,969,969
593,969,969,969
594,969,969,969
595,969,969,969
596,969,969,969
597,969,969,969
598,969,969,969
599,969,969,969
600,969,969,969
601,969,969,969
602,969,969,969
603,969,969,969
604,969,969,969
605,969,969,969
606,969,969,969
607,969,969,969
608,969,969,969
609,969,969,969
610,969,969,969
611,969,969,969
612,969,969,969
613,969,969,969
614,969,969,969
615,969,969,969
616,969,969,969
617,969,969,969
618,969,969,969
619,969,969,969
620,969,969,969
621,969,969,969
622,969,969,969
623,969,969,969
624,969,969,969
625,969,969,969
626,969,969,969
627,969,969,969
628,969,969,969
629,969,969,969
630,969,969,969
631,969,969,969
632,969,969,969
633,969,969,969
634,969,969,969
635,969,969,969
636,969,969,969
637,969,969,969
638,969,969,969
639,969,969,969
640,969,969,969
641,969,969,969
642,969,969,969
643,969,969,969
644,969,969,969
645,969,969,969
646,969,969,969
647,969,969,969
648,969,969,969
649,969,969,969
650,969,969,969
651,969,969,969
652,969,969,969
653,969,969,969
654,969,969,969
655,969,969,969
656,969,969,969
657,969,969,969
658,969,969,969
659,969,969,969
660,969,969,969
661,969,969,969
662,969,969,969
663,969,969,969
664,969,969,969
665,969,969,969
666,969,969,969
667,969,969,969
668,969,969,969
669,969,969,969
670,969,969,969
671,969,969,969
672,969,969,969
673,969,969,969
674,969,969,969
675,969,969,969
676,969,969,969
677,969,969,969
678,969,969,969
679,969,969,969
680,969,969,969
681,969,969,969
682,969,969,969
683,969,969,969
684,969,969,969
685,969,969,969
686,969,969,969
687,969,969,969
688,969,969,969
689,969,969,969
690,969,969,969
691,969,969,969
692,969,969,969
693,969,969,969
694,969,969,969
695,969,969,969
696,969,969,969
697,969,969,969
698,969,969,969
699,969,969,969
700,969,969,969
701,969,969,969
702,969,969,969
703,969,969,969
704,969,969,969
705,969,969,969
706,969,969,969
707,969,969,969
708,969,969,969
709,969,969,969
710,969,969,969
711,969,969,969
712,969,969,969
713,969,969,969
714,969,969,969
715,969,969,969
716,969,969,969
717,969,969,969
718,969,969,969
719,969,969,969
720,969,969,969
721,969,969,969
722,969,969,969
723,969,969,969
724,969,969,969
725,969,969,969
726,969,969,969
727,969,969,969
728,969,969,969
729,969,969,969
730,969,969,969
731,969,969,969
732,969,969,969
733,969,969,969
734,969,969,969
735,969,969,969
736,969,969,969
737,969,969,969
738,969,969,969
739,969,969,969
740,969,969,969
741,969,969,969
742,969,969,969
743,969,969,969
744,969,969,969
745,969,969,969
746,969,969,969
747,969,969,969
748,969,969,969
749,969,969,969
750,969,969,969
751,969,969,969
752,969,969,969
753,969,969,969
754,969,969,969
755,969,969,969
756,969,969,969
757,969,969,969
758,969,969,969
759,969,969,969
760,969,969,969
761,969,969,969
762,969,969,969
763,969,969,969
764,969,969,969
765,969,969,969
766,969,969,969
767,969,969,969
768,969,969,969
769,969,969,969
770,969,969,969
771,969,969,969
772,969,969,969
773,969,969,969
774,969,969,969
775,969,969,969
776,969,969,969
777,969,969,969
778,969,969,969
779,969,969,969
780,969,969,969
781,969,969,969
782,969,969,969
783,969,969,969
784,969,969,969
785,969,969,969
786,969,969,969
787,969,969,969
788,969,969,969
789,969,969,969
790,969,969,969
791,969,969,969
792,969,969,969
793,969,969,969
794,969,969,969
795,969,969,969
796,969,969,969
797,969,969,969
798,969,969,969
799,969,969,969
800,969,969,969
801,969,969,969
802,969,969,969
803,969,969,969
804,969,969,969
805,969,969,969
806,969,969,969
807,969,969,969
808,969,969,969
809,969,969,969
810,969,969,969
811,969,969,969
812,969,969,969
813,969,969,969
814,969,969,969
815,969,969,969
816,969,969,969
817,969,969,969
818,969,969,969
819,969,969,969
820,969,969,969
821,969,969,969
822,969,969,969
823,969,969,969
824,969,969,969
825,969,969,969
826,969,969,969
827,969,969,969
828,969,969,969
829,969,969,969
830,969,969,969
831,969,969,969
832,969,969,969
833,969,969,969
834,969,969,969
835,969,969,969
836,969,969,969
837,969,969,969
838,969,969,969
839,969,969,969
840,969,969,969
841,969,969,969
842,969,969,969
843,969,969,969
844,969,969,969
845,969,969,969
846,969,969,969
847,969,969,969
848,969,969,969
849,969,969,969
850,969,969,969
851,969,969,969
852,969,969,969
853,969,969,969
854,969,969,969
855,969,969,969
856,969,969,969
857,969,969,969
858,969,969,969
859,969,969,969
860,969,969,969
861,969,969,969
862,969,969,969
863,969,969,969
864,969,969,969
865,969,969,969
866,969,969,969
867,969,969,969
868,969,969,969
869,969,969,969
870,969,969,969
871,969,969,969
872,969,969,969
873,969,969,969
874,969,969,969
875,969,969,969
876,969,969,969
877,969,969,969
878,969,969,969
879,969,969,969
880,969,969,969
881,969,969,969
882,969,969,969
883,969,969,969
884,969,969,969
885,969,969,969
886,969,969,969
887,969,969,969
888,969,969,969
889,969,969,969
890,969,969,969
891,969,969,969
892,969,969,969
893,969,969,969
894,969,969,969
895,969,969,969
896,969,969,969
897,969,969,969
898,969,969,969
899,969,969,969
900,969,969,969
901,969,969,969
902,969,969,969
903,969,969,969
904,969,969,969
905,969,969,969
906,969,969,969
907,969,969,969
908,969,969,969
909,969,969,969
910,969,969,969
911,969,969,969
912,969,969,969
913,969,969,969
914,969,969,969
915,969,969,969
916,969,969,969
917,969,969,969
918,969,969,969
919,969,969,969
920,969,969,969
921,969,969,969
922,969,969,969
923,969,969,969
924,969,969,969
925,969,969,969
926,969,969,969
927,969,969,969
928,969,969,969
929,969,969,969
930,969,969,969
931,969,969,969
932,969,969,969
933,969,969,969
934,969,969,969
935,969,969,969
936,969,969,969
937,969,969,969
938,969,969,969
939,969,969,969
940,969,969,969
941,969,969,969
942,969,969,969
943,969,969,969
944,969,969,969
945,969,969,969
946,969,969,969
947,969,969,969
948,969,969,969
949,969,969,969
950,969,969,969
951,969,969,969
952,969,969,969
953,969,969,969
954,969,969,969
955,969,969,969
956,969,969,969
957,969,969,969
958,969,969,969
959,969,969,969
960,969,969,969
961,969,969,969
962,969,969,969
963,969,969,969
964,969,969,969
965,969,969,969
966,969,969,969
967,969,969,969
968,969,969,969
969,969,969,969
970,969,969,969
971,969,969,969
972,969,969,969
973,969,969,969
974,969,969,969
975,969,969,969
976,969,969,969
977,969,969,969
978,969,969,969
979,969,969,969
980,969,969,969
981,969,969,969
982,969,969,969
983,969,969,969
984,969,969,969
985,969,969,969
986,969,969,969
987,969,969,969
988,969,969,969
989,969,969,969
990,969,969,969
991,969,969,969
992,969,969,969
993,969,969,969
994,969,969,969
995,969,969,969
996,969,969,969
997,969,969,969
998,969,969,969
999,969,969,969
1000,969,969,969
1001,969,969,969
1002,969,969,969
1003,969,969,969
1004,969,969,969
1005,969,969,969
1006,969,969,969
1007,969,969,969
1008,969,969,969
1009,969,969,969
1010,969,969,969
1011,969,969,969
1012,969,969,969
1013,969,969,969
1014,969,969,969
1015,969,969,969
1016,969,969,969
1017,969,969,969
1018,969,969,969
1019,969,969,969
1020,969,969,969
1021,969,969,969
1022,969,969,969
1023,969,969,969
1024,969,969,969
1025,969,969,969
1026,969,969,969
1027,969,969,969
1028,969,969,969
1029,969,969,969
1030,969,969,969
1031,969,969,969
1032,969,969,969
1033,969,969,969
1034,969,969,969
1035,969,969,969
1036,969,969,969
1037,969,969,969
1038,969,969,969
1039,969,969,969
1040,969,969,969
1041,969,969,969
1042,969,969,969
1043,969,969,969
1044,969,969,969
1045,969,969,969
1046,969,969,969
1047,969,969,969
1048,969,969,969
1049,969,969,969
1050,969,969,969
1051,969,969,969
1052,969,969,969
1053,969,969,969
1054,969,969,969
1055,969,969,969
1056,969,969,969
1057,969,969,969
1058,969,969,969
1059,969,969,969
1060,969,969,969
1061,969,969,969
1062,969,969,969
1063,969,969,969
1064,969,969,969
1065,969,969,969
1066,969,969,969
1067,969,969,969
1068,969,969,969
1069,969,969,969
1070,969,969,969
1071,969,969,969
1072,969,969,969
1073,969,969,969
1074,969,969,969
1075,969,969,969
1076,969,969,969
1077,969,969,969
1078,969,969,969
1079,969,969,969
1080,969,969,969
1081,969,969,969
1082,969,969,969
1083,969,969,969
1084,969,969,969
1085,969,969,969
1086,969,969,969
1087,969,969,969
1088,969,969,969
1089,969,969,969
1090,969,969,969
1091,969,969,969
1092,969,969,969
1093,969,969,969
1094,969,969,969
1095,969,969,969
1096,969,969,969
1097,969,969,969
1098,969,969,969
1099,969,969,969
1100,969,969,969
1101,969,969,969
1102,969,969,969
1103,969,969,969
1104,969,969,969
1105,969,969,969
1106,969,969,969
1107,969,969,969
1108,969,969,969
1109,969,969,969
1110,969,969,969
1111,969,969,969
1112,969,969,969
1113,969,969,969
1114,969,969,969
1115,969,969,969
1116,969,969,969
1117,969,969,969
1118,969,969,969
1119,969,969,969
1120,969,969,969
1121,969,969,969
1122,969,969,969
1123,969,969,969
1124,969,969,969
1125,969,969,969
1126,969,969,969
1127,969,969,969
1128,969,969,969
1129,969,969,969
1130,969,969,969
1131,969,969,969
1132,969,969,969
1133,969,969,969
1134,969,969,969
1135,969,969,969
1136,969,969,969
1137,969,969,969
1138,969,969,969
1139,969,969,969
1140,969,969,969
1141,969,969,969
1142,969,969,969
1143,969,969,969
1144,969,969,969
1145,969,969,969
1146,969,969,969
1147,969,969,969
1148,969,969,969
1149,969,969,969
1150,969,969,969
1151,969,969,969
1152,969,969,969
1153,969,969,969
1154,969,969,969
1155,969,969,969
1156,969,969,969
1157,969,969,969
1158,969,969,969
1159,969,969,969
1160,969,969,969
1161,969,969,969
1162,969,969,969
1163,969,969,969
1164,969,969,969
1165,969,969,969
1166,969,969,969
1167,969,969,969
1168,969,969,969
1169,969,969,969
1170,969,969,969
1171,969,969,969
1172,969,969,969
1173,969,969,969
1174,969,969,969
1175,969,969,969
1176,969,969,969
1177,969,969,969
1178,969,969,969
1179,969,969,969
1180,969,969,969
1181,969,969,969
1182,969,969,969
1183,969,969,969
1184,969,969,969
1185,969,969,969
1186,969,969,969
1187,969,969,969
1188,969,969,969
1189,969,969,969
1190,969,969,969
1191,969,969,969
1192,969,969,969
1193,969,969,969
1194,969,969,969
1195,969,969,969
1196,969,969,969
1197,969,969,969
1198,969,969,969
1199,969,969,969
1200,969,969,969
1201,969,969,969
1202,969,969,969
1203,969,969,969
1204,969,969,969
1205,969,969,969
1206,969,969,969
1207,969,969,969
1208,969,969,969
1209,969,969,969
1210,969,969,969
1211,969,969,969
1212,969,969,969
1213,969,969,969
1214,969,969,969
1215,969,969,969
1216,969,969,969
1217,969,969,969
1218,969,969,969
1219,969,969,969
1220,969,969,969
1221,969,969,969
1222,969,969,969
1223,969,969,969
1224,969,969,969
1225,969,969,969
1226,969,969,969
1227,969,969,969
1228,969,969,969
1229,969,969,969
1230,969,969,969
1231,969,969,969
1232,969,969,969
1233,969,969,969
1234,969,969,969
1235,969,969,969
1236,969,969,969
1237,969,969,969
1238,969,969,969
1239,969,969,969
1240,969,969,969
1241,969,969,969
1242,969,969,969
1243,969,969,969
1244,969,969,969
1245,969,969,969
1246,969,969,969
1247,969,969,969
1248,969,969,969
1249,969,969,969
1250,969,969,969
1251,969,969,969
1252,969,969,969
1253,969,969,969
1254,969,969,969
1255,969,969,969
1256,969,969,969
1257,969,969,969
1258,969,969,969
1259,969,969,969
1260,969,969,969
1261,969,969,969
1262,969,969,969
1263,969,969,969
1264,969,969,969
1265,969,969,969
1266,969,969,969
1267,969,969,969
1268,969,969,969
1269,969,969,969
1270,969,969,969
1271,969,969,969
1272,969,969,969
1273,969,969,969
1274,969,969,969
1275,969,969,969
1276,969,969,969
1277,969,969,969
1278,969,969,969
1279,969,969,969
1280,969,969,969
1281,969,969,969
1282,969,969,969
1283,969,969,969
1284,969,969,969
1285,969,969,969
1286,969,969,969
1287,969,969,969
1288,969,969,969
1289,969,969,969
1290,969,969,969
1291,969,969,969
1292,969,969,969
1293,969,969,969
1294,969,969,969
1295,969,969,969
1296,969,969,969
1297,969,969,969
1298,969,969,969
1299,969,969,969
1300,969,969,969
1301,969,969,969
1302,969,969,969
1303,969,969,969
1304,969,969,969
1305,969,969,969
1306,969,969,969
1307,969,969,969
1308,969,969,969
1309,969,969,969
1310,969,969,969
1311,969,969,969
1312,969,969,969
1313,969,969,969
1314,969,969,969
1315,969,969,969
1316,969,969,969
1317,969,969,969
1318,969,969,969
1319,969,969,969
1320,969,969,969
1321,969,969,969
1322,969,969,969
1323,969,969,969
1324,969,969,969
1325,969,969,969
1326,969,969,969
1327,969,969,969
1328,969,969,969
1329,969,969,969
1330,969,969,969
1331,969,969,969
1332,969,969,969
1333,969,969,969
1334,969,969,969
1335,969,969,969
1336,969,969,969
1337,969,969,969
1338,969,969,969
1339,969,969,969
1340,969,969,969
1341,969,969,969
1342,969,969,969
1343,969,969,969
1344,969,969,969
1345,969,969,969
1346,969,969,969
1347,969,969,969
1348,969,969,969
1349,969,969,969
1350,969,969,969
1351,969,969,969
1352,969,969,969
1353,969,969,969
1354,969,969,969
1355,969,969,969
1356,969,969,969
1357,969,969,969
1358,969,969,969
1359,969,969,969
1360,969,969,969
1361,969,969,969
1362,969,969,969
1363,969,969,969
1364,969,969,969
1365,969,969,969
1366,969,969,969
1367,969,969,969
1368,969,969,969
1369,969,969,969
1370,969,969,969
1371,969,969,969
1372,969,969,969
1373,969,969,969
1374,969,969,969
1375,969,969,969
1376,969,969,969
1377,969,969,969
1378,969,969,969
1379,969,969,969
1380,969,969,969
1381,969,969,969
1382,969,969,969
1383,969,969,969
1384,969,969,969
1385,969,969,969
1386,969,969,969
1387,969,969,969
1388,969,969,969
1389,969,969,969
1390,969,969,969
1391,969,969,969
1392,969,969,969
1393,969,969,969
1394,969,969,969
1395,969,969,969
1396,969,969,969
1397,969,969,969
1398,969,969,969
1399,969,969,969
1400,969,969,969
1401,969,969,969
1402,969,969,969
1403,969,969,969
1404,969,969,969
1405,969,969,969
1406,969,969,969
1407,969,969,969
1408,969,969,969
1409,969,969,969
1410,969,969,969
1411,969,969,969
1412,969,969,969
1413,969,969,969
1414,969,969,969
1415,969,969,969
1416,969,969,969
1417,969,969,969
1418,969,969,969
1419,969,969,969
1420,969,969,969
1421,969,969,969
1422,969,969,969
1423,969,969,969
1424,969,969,969
1425,969,969,969
1426,969,969,969
1427,969,969,969
1428,969,969,969
1429,969,969,969
1430,969,969,969
1431,969,969,969
1432,969,969,969
1433,969,969,969
1434,969,969,969
1435,969,969,969
1436,969,969,969
1437,969,969,969
1438,969,969,969
1439,969,969,969
1440,969,969,969
1441,969,969,969
1442,969,969,969
1443,969,969,969
1444,969,969,969
1445,969,969,969
1446,969,969,969
1447,969,969,969
1448,969,969,969
1449,969,969,969
1450,969,969,969
1451,969,969,969
1452,969,969,969
1453,969,969,969
1454,969,969,969
1455,969,969,969
1456,969,969,969
1457,969,969,969
1458,969,969,969
1459,969,969,969
1460,969,969,969
1461,969,969,969
1462,969,969,969
1463,969,969,969
1464,969,969,969
1465,969,969,969
1466,969,969,969
1467,969,969,969
1468,969,969,969
1469,969,969,969
1470,969,969,969
1471,969,969,969
1472,969,969,969
1473,969,969,969
1474,969,969,969
1475,969,969,969
1476,969,969,969
1477,969,969,969
1478,969,969,969
1479,969,969,969
1480,969,969,969
1481,969,969,969
1482,969,969,969
1483,969,969,969
1484,969,969,969
1485,969,969,969
1486,969,969,969
1487,969,969,969
1488,969,969,969
1489,969,969,969
1490,969,969,969
1491,969,969,969
1492,969,969,969
1493,969,969,969
1494,969,969,969
1495,969,969,969
1496,969,969,969
1497,969,969,969
1498,969,969,969
1499,969,969,969
1500,969,969,969
1501,969,969,969
1502,969,969,969
1503,969,969,969
1504,969,969,969
1505,969,969,969
1506,969,969,969
1507,969,969,969
1508,969,969,969
1509,969,969,969
1510,969,969,969
1511,969,969,969
1512,969,969,969
1513,969,969,969
1514,969,969,969
1515,969,969,969
1516,969,969,969
1517,969,969,969
1518,969,969,969
1519,969,969,969
1520,969,969,969
1521,969,969,969
1522,969,969,969
1523,969,969,969
1524,969,969,969
1525,969,969,969
1526,969,969,969
1527,969,969,969
1528,969,969,969
1529,969,969,969
1530,969,969,969
1531,969,969,969
1532,969,969,969
1533,969,969,969
1534,969,969,969
1535,969,969,969
1536,969,969,969
1537,969,969,969
1538,969,969,969
1539,969,969,969
1540,969,969,969
1541,969,969,969
1542,969,969,969
1543,969,969,969
1544,969,969,969
1545,969,969,969
1546,969,969,969
1547,969,969,969
1548,969,969,969
1549,969,969,969
1550,969,969,969
1551,969,969,969
1552,969,969,969
1553,969,969,969
1554,969,969,969
1555,969,969,969
1556,969,969,969
1557,969,969,969
1558,969,969,969
1559,969,969,969
1560,969,969,969
1561,969,969,969
1562,969,969,969
1563,969,969,969
1564,969,969,969
1565,969,969,969
1566,969,969,969
1567,969,969,969
1568,969,969,969
1569,969,969,969
1570,969,969,969
1571,969,969,969
1572,969,969,969
1573,969,969,969
1574,969,969,969
1575,969,969,969
1576,969,969,969
1577,969,969,969
1578,969,969,969
1579,969,969,969
1580,969,969,969
1581,969,969,969
1582,969,969,969
1583,969,969,969
1584,969,969,969
1585,969,969,969
1586,969,969,969
1587,969,969,969
1588,969,969,969
1589,969,969,969
1590,969,969,969
1591,969,969,969
1592,969,969,969
1593,969,969,969
1594,969,969,969
1595,969,969,969
1596,969,969,969
1597,969,969,969
1598,969,969,969
1599,969,969,969
1600,969,969,969
1601,969,969,969
1602,969,969,969
1603,969,969,969
1604,969,969,969
1605,969,969,969
1606,969,969,969
1607,969,969,969
1608,969,969,969
1609,969,969,969
1610,969,969,969
1611,969,969,969
1612,969,969,969
1613,969,969,969
1614,969,969,969
1615,969,969,969
1616,969,969,969
1617,969,969,969
1618,969,969,969
1619,969,969,969
1620,969,969,969
1621,969,969,969
1622,969,969,969
1623,969,969,969
1624,969,969,969
1625,969,969,969
1626,969,969,969
1627,969,969,969
1628,969,969,969
1629,969,969,969
1630,969,969,969
1631,969,969,969
1632,969,969,969
1633,969,969,969
1634,969,969,969
1635,969,969,969
1636,969,969,969
1637,969,969,969
1638,969,969,969
1639,969,969,969
1640,969,969,969
1641,969,969,969
1642,969,969,969
1643,969,969,969
1644,969,969,969
1645,969,969,969
1646,969,969,969
1647,969,969,969
1648,969,969,969
1649,969,969,969
1650,969,969,969
1651,969,969,969
1652,969,969,969
1653,969,969,969
1654,969,969,969
1655,969,969,969
1656,969,969,969
1657,969,969,969
1658,969,969,969
