Consumption_ethylene_co2_per_tonneethylene,ConventionalSC_ethylene_co2_per_tonneethylene,ODHE_ethylene_co2_per_tonneethylene,ElectrifiedSC_ethylene_co2_per_tonneethylene,ElectrifiedReactor_ethylene_co2_per_tonneethylene,Time_Index,Load_tonneperhr_z1,Load_tonneperhr_z2,Load_tonneperhr_z3
,,,,,121,4303.652968,4781.836631,5260.020294
,,,,,122,4303.652968,4781.836631,5260.020294
,,,,,123,4303.652968,4781.836631,5260.020294
,,,,,124,4303.652968,4781.836631,5260.020294
,,,,,125,4303.652968,4781.836631,5260.020294
,,,,,126,4303.652968,4781.836631,5260.020294
,,,,,127,4303.652968,4781.836631,5260.020294
,,,,,128,4303.652968,4781.836631,5260.020294
,,,,,129,4303.652968,4781.836631,5260.020294
,,,,,130,4303.652968,4781.836631,5260.020294
,,,,,131,4303.652968,4781.836631,5260.020294
,,,,,132,4303.652968,4781.836631,5260.020294
,,,,,133,4303.652968,4781.836631,5260.020294
,,,,,134,4303.652968,4781.836631,5260.020294
,,,,,135,4303.652968,4781.836631,5260.020294
,,,,,136,4303.652968,4781.836631,5260.020294
,,,,,137,4303.652968,4781.836631,5260.020294
,,,,,138,4303.652968,4781.836631,5260.020294
,,,,,139,4303.652968,4781.836631,5260.020294
,,,,,140,4303.652968,4781.836631,5260.020294
,,,,,141,4303.652968,4781.836631,5260.020294
,,,,,142,4303.652968,4781.836631,5260.020294
,,,,,143,4303.652968,4781.836631,5260.020294
,,,,,144,4303.652968,4781.836631,5260.020294
,,,,,145,4303.652968,4781.836631,5260.020294
,,,,,146,4303.652968,4781.836631,5260.020294
,,,,,147,4303.652968,4781.836631,5260.020294
,,,,,148,4303.652968,4781.836631,5260.020294
,,,,,149,4303.652968,4781.836631,5260.020294
,,,,,150,4303.652968,4781.836631,5260.020294
,,,,,151,4303.652968,4781.836631,5260.020294
,,,,,152,4303.652968,4781.836631,5260.020294
,,,,,153,4303.652968,4781.836631,5260.020294
,,,,,154,4303.652968,4781.836631,5260.020294
,,,,,155,4303.652968,4781.836631,5260.020294
,,,,,156,4303.652968,4781.836631,5260.020294
,,,,,157,4303.652968,4781.836631,5260.020294
,,,,,158,4303.652968,4781.836631,5260.020294
,,,,,159,4303.652968,4781.836631,5260.020294
,,,,,160,4303.652968,4781.836631,5260.020294
,,,,,161,4303.652968,4781.836631,5260.020294
,,,,,162,4303.652968,4781.836631,5260.020294
,,,,,163,4303.652968,4781.836631,5260.020294
,,,,,164,4303.652968,4781.836631,5260.020294
,,,,,165,4303.652968,4781.836631,5260.020294
,,,,,166,4303.652968,4781.836631,5260.020294
,,,,,167,4303.652968,4781.836631,5260.020294
,,,,,168,4303.652968,4781.836631,5260.020294
,,,,,169,4303.652968,4781.836631,5260.020294
,,,,,170,4303.652968,4781.836631,5260.020294
,,,,,171,4303.652968,4781.836631,5260.020294
,,,,,172,4303.652968,4781.836631,5260.020294
,,,,,173,4303.652968,4781.836631,5260.020294
,,,,,174,4303.652968,4781.836631,5260.020294
,,,,,175,4303.652968,4781.836631,5260.020294
,,,,,176,4303.652968,4781.836631,5260.020294
,,,,,177,4303.652968,4781.836631,5260.020294
,,,,,178,4303.652968,4781.836631,5260.020294
,,,,,179,4303.652968,4781.836631,5260.020294
,,,,,180,4303.652968,4781.836631,5260.020294
,,,,,181,4303.652968,4781.836631,5260.020294
,,,,,182,4303.652968,4781.836631,5260.020294
,,,,,183,4303.652968,4781.836631,5260.020294
,,,,,184,4303.652968,4781.836631,5260.020294
,,,,,185,4303.652968,4781.836631,5260.020294
,,,,,186,4303.652968,4781.836631,5260.020294
,,,,,187,4303.652968,4781.836631,5260.020294
,,,,,188,4303.652968,4781.836631,5260.020294
,,,,,189,4303.652968,4781.836631,5260.020294
,,,,,190,4303.652968,4781.836631,5260.020294
,,,,,191,4303.652968,4781.836631,5260.020294
,,,,,192,4303.652968,4781.836631,5260.020294
,,,,,193,4303.652968,4781.836631,5260.020294
,,,,,194,4303.652968,4781.836631,5260.020294
,,,,,195,4303.652968,4781.836631,5260.020294
,,,,,196,4303.652968,4781.836631,5260.020294
,,,,,197,4303.652968,4781.836631,5260.020294
,,,,,198,4303.652968,4781.836631,5260.020294
,,,,,199,4303.652968,4781.836631,5260.020294
,,,,,200,4303.652968,4781.836631,5260.020294
,,,,,201,4303.652968,4781.836631,5260.020294
,,,,,202,4303.652968,4781.836631,5260.020294
,,,,,203,4303.652968,4781.836631,5260.020294
,,,,,204,4303.652968,4781.836631,5260.020294
,,,,,205,4303.652968,4781.836631,5260.020294
,,,,,206,4303.652968,4781.836631,5260.020294
,,,,,207,4303.652968,4781.836631,5260.020294
,,,,,208,4303.652968,4781.836631,5260.020294
,,,,,209,4303.652968,4781.836631,5260.020294
,,,,,210,4303.652968,4781.836631,5260.020294
,,,,,211,4303.652968,4781.836631,5260.020294
,,,,,212,4303.652968,4781.836631,5260.020294
,,,,,213,4303.652968,4781.836631,5260.020294
,,,,,214,4303.652968,4781.836631,5260.020294
,,,,,215,4303.652968,4781.836631,5260.020294
,,,,,216,4303.652968,4781.836631,5260.020294
,,,,,217,4303.652968,4781.836631,5260.020294
,,,,,218,4303.652968,4781.836631,5260.020294
,,,,,219,4303.652968,4781.836631,5260.020294
,,,,,220,4303.652968,4781.836631,5260.020294
,,,,,221,4303.652968,4781.836631,5260.020294
,,,,,222,4303.652968,4781.836631,5260.020294
,,,,,223,4303.652968,4781.836631,5260.020294
,,,,,224,4303.652968,4781.836631,5260.020294
,,,,,225,4303.652968,4781.836631,5260.020294
,,,,,226,4303.652968,4781.836631,5260.020294
,,,,,227,4303.652968,4781.836631,5260.020294
,,,,,228,4303.652968,4781.836631,5260.020294
,,,,,229,4303.652968,4781.836631,5260.020294
,,,,,230,4303.652968,4781.836631,5260.020294
,,,,,231,4303.652968,4781.836631,5260.020294
,,,,,232,4303.652968,4781.836631,5260.020294
,,,,,233,4303.652968,4781.836631,5260.020294
,,,,,234,4303.652968,4781.836631,5260.020294
,,,,,235,4303.652968,4781.836631,5260.020294
,,,,,236,4303.652968,4781.836631,5260.020294
,,,,,237,4303.652968,4781.836631,5260.020294
,,,,,238,4303.652968,4781.836631,5260.020294
,,,,,239,4303.652968,4781.836631,5260.020294
,,,,,240,4303.652968,4781.836631,5260.020294
,,,,,241,4303.652968,4781.836631,5260.020294
,,,,,242,4303.652968,4781.836631,5260.020294
,,,,,243,4303.652968,4781.836631,5260.020294
,,,,,244,4303.652968,4781.836631,5260.020294
,,,,,245,4303.652968,4781.836631,5260.020294
,,,,,246,4303.652968,4781.836631,5260.020294
,,,,,247,4303.652968,4781.836631,5260.020294
,,,,,248,4303.652968,4781.836631,5260.020294
,,,,,249,4303.652968,4781.836631,5260.020294
,,,,,250,4303.652968,4781.836631,5260.020294
,,,,,251,4303.652968,4781.836631,5260.020294
,,,,,252,4303.652968,4781.836631,5260.020294
,,,,,253,4303.652968,4781.836631,5260.020294
,,,,,254,4303.652968,4781.836631,5260.020294
,,,,,255,4303.652968,4781.836631,5260.020294
,,,,,256,4303.652968,4781.836631,5260.020294
,,,,,257,4303.652968,4781.836631,5260.020294
,,,,,258,4303.652968,4781.836631,5260.020294
,,,,,259,4303.652968,4781.836631,5260.020294
,,,,,260,4303.652968,4781.836631,5260.020294
,,,,,261,4303.652968,4781.836631,5260.020294
,,,,,262,4303.652968,4781.836631,5260.020294
,,,,,263,4303.652968,4781.836631,5260.020294
,,,,,264,4303.652968,4781.836631,5260.020294
,,,,,265,4303.652968,4781.836631,5260.020294
,,,,,266,4303.652968,4781.836631,5260.020294
,,,,,267,4303.652968,4781.836631,5260.020294
,,,,,268,4303.652968,4781.836631,5260.020294
,,,,,269,4303.652968,4781.836631,5260.020294
,,,,,270,4303.652968,4781.836631,5260.020294
,,,,,271,4303.652968,4781.836631,5260.020294
,,,,,272,4303.652968,4781.836631,5260.020294
,,,,,273,4303.652968,4781.836631,5260.020294
,,,,,274,4303.652968,4781.836631,5260.020294
,,,,,275,4303.652968,4781.836631,5260.020294
,,,,,276,4303.652968,4781.836631,5260.020294
,,,,,277,4303.652968,4781.836631,5260.020294
,,,,,278,4303.652968,4781.836631,5260.020294
,,,,,279,4303.652968,4781.836631,5260.020294
,,,,,280,4303.652968,4781.836631,5260.020294
,,,,,281,4303.652968,4781.836631,5260.020294
,,,,,282,4303.652968,4781.836631,5260.020294
,,,,,283,4303.652968,4781.836631,5260.020294
,,,,,284,4303.652968,4781.836631,5260.020294
,,,,,285,4303.652968,4781.836631,5260.020294
,,,,,286,4303.652968,4781.836631,5260.020294
,,,,,287,4303.652968,4781.836631,5260.020294
,,,,,288,4303.652968,4781.836631,5260.020294
,,,,,289,4303.652968,4781.836631,5260.020294
,,,,,290,4303.652968,4781.836631,5260.020294
,,,,,291,4303.652968,4781.836631,5260.020294
,,,,,292,4303.652968,4781.836631,5260.020294
,,,,,293,4303.652968,4781.836631,5260.020294
,,,,,294,4303.652968,4781.836631,5260.020294
,,,,,295,4303.652968,4781.836631,5260.020294
,,,,,296,4303.652968,4781.836631,5260.020294
,,,,,297,4303.652968,4781.836631,5260.020294
,,,,,298,4303.652968,4781.836631,5260.020294
,,,,,299,4303.652968,4781.836631,5260.020294
,,,,,300,4303.652968,4781.836631,5260.020294
,,,,,301,4303.652968,4781.836631,5260.020294
,,,,,302,4303.652968,4781.836631,5260.020294
,,,,,303,4303.652968,4781.836631,5260.020294
,,,,,304,4303.652968,4781.836631,5260.020294
,,,,,305,4303.652968,4781.836631,5260.020294
,,,,,306,4303.652968,4781.836631,5260.020294
,,,,,307,4303.652968,4781.836631,5260.020294
,,,,,308,4303.652968,4781.836631,5260.020294
,,,,,309,4303.652968,4781.836631,5260.020294
,,,,,310,4303.652968,4781.836631,5260.020294
,,,,,311,4303.652968,4781.836631,5260.020294
,,,,,312,4303.652968,4781.836631,5260.020294
,,,,,313,4303.652968,4781.836631,5260.020294
,,,,,314,4303.652968,4781.836631,5260.020294
,,,,,315,4303.652968,4781.836631,5260.020294
,,,,,316,4303.652968,4781.836631,5260.020294
,,,,,317,4303.652968,4781.836631,5260.020294
,,,,,318,4303.652968,4781.836631,5260.020294
,,,,,319,4303.652968,4781.836631,5260.020294
,,,,,320,4303.652968,4781.836631,5260.020294
,,,,,321,4303.652968,4781.836631,5260.020294
,,,,,322,4303.652968,4781.836631,5260.020294
,,,,,323,4303.652968,4781.836631,5260.020294
,,,,,324,4303.652968,4781.836631,5260.020294
,,,,,325,4303.652968,4781.836631,5260.020294
,,,,,326,4303.652968,4781.836631,5260.020294
,,,,,327,4303.652968,4781.836631,5260.020294
,,,,,328,4303.652968,4781.836631,5260.020294
,,,,,329,4303.652968,4781.836631,5260.020294
,,,,,330,4303.652968,4781.836631,5260.020294
,,,,,331,4303.652968,4781.836631,5260.020294
,,,,,332,4303.652968,4781.836631,5260.020294
,,,,,333,4303.652968,4781.836631,5260.020294
,,,,,334,4303.652968,4781.836631,5260.020294
,,,,,335,4303.652968,4781.836631,5260.020294
,,,,,336,4303.652968,4781.836631,5260.020294
,,,,,337,4303.652968,4781.836631,5260.020294
,,,,,338,4303.652968,4781.836631,5260.020294
,,,,,339,4303.652968,4781.836631,5260.020294
,,,,,340,4303.652968,4781.836631,5260.020294
,,,,,341,4303.652968,4781.836631,5260.020294
,,,,,342,4303.652968,4781.836631,5260.020294
,,,,,343,4303.652968,4781.836631,5260.020294
,,,,,344,4303.652968,4781.836631,5260.020294
,,,,,345,4303.652968,4781.836631,5260.020294
,,,,,346,4303.652968,4781.836631,5260.020294
,,,,,347,4303.652968,4781.836631,5260.020294
,,,,,348,4303.652968,4781.836631,5260.020294
,,,,,349,4303.652968,4781.836631,5260.020294
,,,,,350,4303.652968,4781.836631,5260.020294
,,,,,351,4303.652968,4781.836631,5260.020294
,,,,,352,4303.652968,4781.836631,5260.020294
,,,,,353,4303.652968,4781.836631,5260.020294
,,,,,354,4303.652968,4781.836631,5260.020294
,,,,,355,4303.652968,4781.836631,5260.020294
,,,,,356,4303.652968,4781.836631,5260.020294
,,,,,357,4303.652968,4781.836631,5260.020294
,,,,,358,4303.652968,4781.836631,5260.020294
,,,,,359,4303.652968,4781.836631,5260.020294
,,,,,360,4303.652968,4781.836631,5260.020294
,,,,,361,4303.652968,4781.836631,5260.020294
,,,,,362,4303.652968,4781.836631,5260.020294
,,,,,363,4303.652968,4781.836631,5260.020294
,,,,,364,4303.652968,4781.836631,5260.020294
,,,,,365,4303.652968,4781.836631,5260.020294
,,,,,366,4303.652968,4781.836631,5260.020294
,,,,,367,4303.652968,4781.836631,5260.020294
,,,,,368,4303.652968,4781.836631,5260.020294
,,,,,369,4303.652968,4781.836631,5260.020294
,,,,,370,4303.652968,4781.836631,5260.020294
,,,,,371,4303.652968,4781.836631,5260.020294
,,,,,372,4303.652968,4781.836631,5260.020294
,,,,,373,4303.652968,4781.836631,5260.020294
,,,,,374,4303.652968,4781.836631,5260.020294
,,,,,375,4303.652968,4781.836631,5260.020294
,,,,,376,4303.652968,4781.836631,5260.020294
,,,,,377,4303.652968,4781.836631,5260.020294
,,,,,378,4303.652968,4781.836631,5260.020294
,,,,,379,4303.652968,4781.836631,5260.020294
,,,,,380,4303.652968,4781.836631,5260.020294
,,,,,381,4303.652968,4781.836631,5260.020294
,,,,,382,4303.652968,4781.836631,5260.020294
,,,,,383,4303.652968,4781.836631,5260.020294
,,,,,384,4303.652968,4781.836631,5260.020294
,,,,,385,4303.652968,4781.836631,5260.020294
,,,,,386,4303.652968,4781.836631,5260.020294
,,,,,387,4303.652968,4781.836631,5260.020294
,,,,,388,4303.652968,4781.836631,5260.020294
,,,,,389,4303.652968,4781.836631,5260.020294
,,,,,390,4303.652968,4781.836631,5260.020294
,,,,,391,4303.652968,4781.836631,5260.020294
,,,,,392,4303.652968,4781.836631,5260.020294
,,,,,393,4303.652968,4781.836631,5260.020294
,,,,,394,4303.652968,4781.836631,5260.020294
,,,,,395,4303.652968,4781.836631,5260.020294
,,,,,396,4303.652968,4781.836631,5260.020294
,,,,,397,4303.652968,4781.836631,5260.020294
,,,,,398,4303.652968,4781.836631,5260.020294
,,,,,399,4303.652968,4781.836631,5260.020294
,,,,,400,4303.652968,4781.836631,5260.020294
,,,,,401,4303.652968,4781.836631,5260.020294
,,,,,402,4303.652968,4781.836631,5260.020294
,,,,,403,4303.652968,4781.836631,5260.020294
,,,,,404,4303.652968,4781.836631,5260.020294
,,,,,405,4303.652968,4781.836631,5260.020294
,,,,,406,4303.652968,4781.836631,5260.020294
,,,,,407,4303.652968,4781.836631,5260.020294
,,,,,408,4303.652968,4781.836631,5260.020294
,,,,,409,4303.652968,4781.836631,5260.020294
,,,,,410,4303.652968,4781.836631,5260.020294
,,,,,411,4303.652968,4781.836631,5260.020294
,,,,,412,4303.652968,4781.836631,5260.020294
,,,,,413,4303.652968,4781.836631,5260.020294
,,,,,414,4303.652968,4781.836631,5260.020294
,,,,,415,4303.652968,4781.836631,5260.020294
,,,,,416,4303.652968,4781.836631,5260.020294
,,,,,417,4303.652968,4781.836631,5260.020294
,,,,,418,4303.652968,4781.836631,5260.020294
,,,,,419,4303.652968,4781.836631,5260.020294
,,,,,420,4303.652968,4781.836631,5260.020294
,,,,,421,4303.652968,4781.836631,5260.020294
,,,,,422,4303.652968,4781.836631,5260.020294
,,,,,423,4303.652968,4781.836631,5260.020294
,,,,,424,4303.652968,4781.836631,5260.020294
,,,,,425,4303.652968,4781.836631,5260.020294
,,,,,426,4303.652968,4781.836631,5260.020294
,,,,,427,4303.652968,4781.836631,5260.020294
,,,,,428,4303.652968,4781.836631,5260.020294
,,,,,429,4303.652968,4781.836631,5260.020294
,,,,,430,4303.652968,4781.836631,5260.020294
,,,,,431,4303.652968,4781.836631,5260.020294
,,,,,432,4303.652968,4781.836631,5260.020294
,,,,,433,4303.652968,4781.836631,5260.020294
,,,,,434,4303.652968,4781.836631,5260.020294
,,,,,435,4303.652968,4781.836631,5260.020294
,,,,,436,4303.652968,4781.836631,5260.020294
,,,,,437,4303.652968,4781.836631,5260.020294
,,,,,438,4303.652968,4781.836631,5260.020294
,,,,,439,4303.652968,4781.836631,5260.020294
,,,,,440,4303.652968,4781.836631,5260.020294
,,,,,441,4303.652968,4781.836631,5260.020294
,,,,,442,4303.652968,4781.836631,5260.020294
,,,,,443,4303.652968,4781.836631,5260.020294
,,,,,444,4303.652968,4781.836631,5260.020294
,,,,,445,4303.652968,4781.836631,5260.020294
,,,,,446,4303.652968,4781.836631,5260.020294
,,,,,447,4303.652968,4781.836631,5260.020294
,,,,,448,4303.652968,4781.836631,5260.020294
,,,,,449,4303.652968,4781.836631,5260.020294
,,,,,450,4303.652968,4781.836631,5260.020294
,,,,,451,4303.652968,4781.836631,5260.020294
,,,,,452,4303.652968,4781.836631,5260.020294
,,,,,453,4303.652968,4781.836631,5260.020294
,,,,,454,4303.652968,4781.836631,5260.020294
,,,,,455,4303.652968,4781.836631,5260.020294
,,,,,456,4303.652968,4781.836631,5260.020294
,,,,,457,4303.652968,4781.836631,5260.020294
,,,,,458,4303.652968,4781.836631,5260.020294
,,,,,459,4303.652968,4781.836631,5260.020294
,,,,,460,4303.652968,4781.836631,5260.020294
,,,,,461,4303.652968,4781.836631,5260.020294
,,,,,462,4303.652968,4781.836631,5260.020294
,,,,,463,4303.652968,4781.836631,5260.020294
,,,,,464,4303.652968,4781.836631,5260.020294
,,,,,465,4303.652968,4781.836631,5260.020294
,,,,,466,4303.652968,4781.836631,5260.020294
,,,,,467,4303.652968,4781.836631,5260.020294
,,,,,468,4303.652968,4781.836631,5260.020294
,,,,,469,4303.652968,4781.836631,5260.020294
,,,,,470,4303.652968,4781.836631,5260.020294
,,,,,471,4303.652968,4781.836631,5260.020294
,,,,,472,4303.652968,4781.836631,5260.020294
,,,,,473,4303.652968,4781.836631,5260.020294
,,,,,474,4303.652968,4781.836631,5260.020294
,,,,,475,4303.652968,4781.836631,5260.020294
,,,,,476,4303.652968,4781.836631,5260.020294
,,,,,477,4303.652968,4781.836631,5260.020294
,,,,,478,4303.652968,4781.836631,5260.020294
,,,,,479,4303.652968,4781.836631,5260.020294
,,,,,480,4303.652968,4781.836631,5260.020294
,,,,,481,4303.652968,4781.836631,5260.020294
,,,,,482,4303.652968,4781.836631,5260.020294
,,,,,483,4303.652968,4781.836631,5260.020294
,,,,,484,4303.652968,4781.836631,5260.020294
,,,,,485,4303.652968,4781.836631,5260.020294
,,,,,486,4303.652968,4781.836631,5260.020294
,,,,,487,4303.652968,4781.836631,5260.020294
,,,,,488,4303.652968,4781.836631,5260.020294
,,,,,489,4303.652968,4781.836631,5260.020294
,,,,,490,4303.652968,4781.836631,5260.020294
,,,,,491,4303.652968,4781.836631,5260.020294
,,,,,492,4303.652968,4781.836631,5260.020294
,,,,,493,4303.652968,4781.836631,5260.020294
,,,,,494,4303.652968,4781.836631,5260.020294
,,,,,495,4303.652968,4781.836631,5260.020294
,,,,,496,4303.652968,4781.836631,5260.020294
,,,,,497,4303.652968,4781.836631,5260.020294
,,,,,498,4303.652968,4781.836631,5260.020294
,,,,,499,4303.652968,4781.836631,5260.020294
,,,,,500,4303.652968,4781.836631,5260.020294
,,,,,501,4303.652968,4781.836631,5260.020294
,,,,,502,4303.652968,4781.836631,5260.020294
,,,,,503,4303.652968,4781.836631,5260.020294
,,,,,504,4303.652968,4781.836631,5260.020294
,,,,,505,4303.652968,4781.836631,5260.020294
,,,,,506,4303.652968,4781.836631,5260.020294
,,,,,507,4303.652968,4781.836631,5260.020294
,,,,,508,4303.652968,4781.836631,5260.020294
,,,,,509,4303.652968,4781.836631,5260.020294
,,,,,510,4303.652968,4781.836631,5260.020294
,,,,,511,4303.652968,4781.836631,5260.020294
,,,,,512,4303.652968,4781.836631,5260.020294
,,,,,513,4303.652968,4781.836631,5260.020294
,,,,,514,4303.652968,4781.836631,5260.020294
,,,,,515,4303.652968,4781.836631,5260.020294
,,,,,516,4303.652968,4781.836631,5260.020294
,,,,,517,4303.652968,4781.836631,5260.020294
,,,,,518,4303.652968,4781.836631,5260.020294
,,,,,519,4303.652968,4781.836631,5260.020294
,,,,,520,4303.652968,4781.836631,5260.020294
,,,,,521,4303.652968,4781.836631,5260.020294
,,,,,522,4303.652968,4781.836631,5260.020294
,,,,,523,4303.652968,4781.836631,5260.020294
,,,,,524,4303.652968,4781.836631,5260.020294
,,,,,525,4303.652968,4781.836631,5260.020294
,,,,,526,4303.652968,4781.836631,5260.020294
,,,,,527,4303.652968,4781.836631,5260.020294
,,,,,528,4303.652968,4781.836631,5260.020294
,,,,,529,4303.652968,4781.836631,5260.020294
,,,,,530,4303.652968,4781.836631,5260.020294
,,,,,531,4303.652968,4781.836631,5260.020294
,,,,,532,4303.652968,4781.836631,5260.020294
,,,,,533,4303.652968,4781.836631,5260.020294
,,,,,534,4303.652968,4781.836631,5260.020294
,,,,,535,4303.652968,4781.836631,5260.020294
,,,,,536,4303.652968,4781.836631,5260.020294
,,,,,537,4303.652968,4781.836631,5260.020294
,,,,,538,4303.652968,4781.836631,5260.020294
,,,,,539,4303.652968,4781.836631,5260.020294
