t127,18187.468790256306,5791.732511487369,23979.201301743677
t128,4408.600338290682,7574.3256338047195,11982.925972095401
t129,9407.33105510323,7272.919843133781,16680.250898237013
t130,19399.641847553412,4347.137846072281,23746.779693625693
t131,30781.53313866031,-9434.744308314075,21346.788830346235
t132,33311.44786427847,-11489.43052440499,21822.017339873477
t133,33311.399831654824,-11489.313643267644,21822.08618838718
t134,33311.41598475672,-11489.309802867032,21822.10618188969
t135,33311.42044515324,-11489.374159448042,21822.0462857052
t136,33311.42746836618,-11489.375339689608,21822.052128676572
t137,33311.425825301354,-11489.419848367625,21822.00597693373
t138,33311.93442262818,-10662.292346022054,22649.642076606127
t139,-33311.58549695506,-10500.035937835408,-43811.62143479046
t140,-33311.5917129409,-10493.628040397676,-43805.21975333858
t141,-33311.58865607825,-10472.339692231344,-43783.92834830959
t142,-33311.57583081828,-10459.581750293986,-43771.15758111226
t143,-33311.57411936197,-10464.433444320799,-43776.00756368277
t144,-33311.57472909509,-10476.736444346787,-43788.31117344188
t145,-33311.57440834673,-10491.753147132384,-43803.32755547911
t146,-33311.57138257844,-10507.84756462564,-43819.41894720408
t147,-33311.56570429234,-10529.702494247591,-43841.26819853993
t148,-33311.55762056606,-10575.863142809128,-43887.420763375194
t149,-33311.55407989006,-11023.122168466902,-44334.67624835696
t150,-33311.557893304685,-11489.878860067256,-44801.43675337194
t151,-19747.323185410813,-11489.935790429647,-31237.258975840457
t152,-10050.71058361822,-11489.93809454342,-21540.64867816164
t153,6209.8986817664445,-11489.94264804204,-5280.043966275596
t154,33311.248192185594,-11489.720336635695,21821.5278555499
t155,33311.46064928149,-11489.873292827868,21821.587356453623
t156,5769.32366222073,-11489.873877438367,-5720.550215217638
t157,-17138.116858250833,-11489.858330115996,-28627.97518836683
t158,-16564.35962184856,-11489.861958327614,-28054.221580176178
t159,-18112.009336511976,-11489.848227208156,-29601.857563720132
t160,-18119.352068011434,6626.210114380929,-11493.141953630506
t161,-19129.545770499142,11489.848098255918,-7639.697672243225
t162,-33311.802231869005,11489.557924078717,-21822.244307790286
t163,-33311.72868323046,11489.640652275686,-21822.088030954772
t164,-33311.94555544814,11489.495949400438,-21822.449606047703
t165,-33311.75324024679,11489.596286697217,-21822.156953549573
t166,-33311.75605995587,11489.600264815066,-21822.155795140803
t167,-33311.75647968968,11489.590555112756,-21822.16592457692
t168,-33311.75643119129,11489.572138820253,-21822.184292371036
