Line,1,2,Total
AnnualSum,-2.367787735987215e7,8.659522722972734e6,-1.5018354636899417e7
t1,-33311.74684960258,11489.672837642722,-21822.074011959863
t2,-33311.74293264853,11489.67792909471,-21822.06500355382
t3,-33311.74021246035,11489.674005895771,-21822.066206564574
t4,-33311.740697912486,11489.638107702101,-21822.102590210387
t5,-33311.78571551079,-11489.949361499712,-44801.735077010504
t6,-33311.95774353809,181.39518266476625,-33130.562560873324
t7,-33311.90380854522,-199.11439136654917,-33511.01819991177
t8,-33311.903426948535,-282.9959725202734,-33594.899399468806
t9,-33311.90133971885,-361.5779390624466,-33673.47927878129
t10,-33311.90127627996,-559.4110802715713,-33871.312356551534
t11,-33311.89991033588,-583.7434875260606,-33895.64339786194
t12,-33311.90165556158,-355.22146052070275,-33667.123116082286
t13,-33311.904144584696,413.7216922323587,-32898.18245235234
t14,-33311.90452375836,1185.7872022123356,-32126.11732154603
t15,-33311.90470370858,689.5653880426853,-32622.339315665893
t16,-33311.90468051913,578.9143749521827,-32732.99030556695
t17,-33311.90262881166,594.4166749440519,-32717.485953867606
t18,-33311.92007813304,225.7417933903398,-33086.178284742695
t19,-33311.91757558393,-88.2944543836602,-33400.21202996759
t20,-33311.91973691659,-538.7567365987979,-33850.67647351539
t21,-33311.91892891354,-131.52802795035313,-33443.44695686389
t22,-33311.917649715615,158.64576861812384,-33153.27188109749
t23,-33311.91786399583,349.72139841819444,-32962.19646557764
t24,-33311.917918689,310.3575350153278,-33001.56038367368
t25,-33311.917856903994,186.75299039872334,-33125.16486650527
t26,-33311.917676333265,106.87839581421213,-33205.03928051905
t27,-33311.917559382855,35.723396535882785,-33276.19416284697
t28,-33311.91754319145,-65.28895725699476,-33377.20650044845
t29,-33311.91868171297,-1280.5946776840192,-34592.51335939699
t30,-33311.90797928007,-594.3569127069732,-33906.26489198704
t31,-16009.79726634426,-607.3446976127343,-16617.141963956994
t32,-16525.24267531964,455.25228951196914,-16069.990385807672
t33,-7996.886718596041,679.5909128663316,-7317.295805729709
t34,-5633.557253900792,519.9506425258442,-5113.6066113749475
t35,-6410.577468403266,483.5342297946572,-5927.043238608609
t36,-9226.320966969219,579.2100577581441,-8647.110909211075
t37,-11051.995132895954,543.768561694771,-10508.226571201183
t38,-13577.365302462713,852.4105376170519,-12724.954764845661
t39,-13835.208094329413,598.7396995023555,-13236.468394827058
t40,-14557.903207444,1050.9391639360783,-13506.964043507922
t41,-13931.838794871586,2235.2659787395496,-11696.572816132037
t42,33311.885818125724,11489.856767406329,44801.742585532054
t43,33311.85324922194,2129.711387301888,35441.56463652383
t44,31640.064490432876,2056.5307889480246,33696.5952793809
t45,33311.8594009872,2208.4505351356165,35520.30993612282
t46,33311.86365603404,2245.329710597827,35557.193366631866
t47,33311.86470279451,2232.5289476873804,35544.39365048189
t48,33311.86498500874,2184.4772697849567,35496.34225479369
t49,33311.86560536979,2132.2543574389892,35444.11996280878
t50,33311.866233967085,2067.7452575703082,35379.61149153739
t51,33311.86685229579,2033.9356844071772,35345.80253670296
t52,33311.867292725554,1962.1491972880685,35274.01649001362
t53,33311.86552853977,829.3363913171979,34141.20191985697
t54,33311.8282600301,978.7219549502333,34290.550214980336
t55,33311.87845732008,859.104007691778,34170.98246501186
t56,33311.879320541615,1082.2685430575475,34394.147863599166
t57,33311.88068627419,1268.552287125487,34580.43297339968
t58,33311.878673151965,1517.1992487730477,34829.07792192501
t59,32262.437628665688,11489.907085219575,43752.344713885264
t60,29533.220147559365,11489.907024937345,41023.12717249671
t61,32475.309329168358,11489.905632872598,43965.214962040955
t62,33311.868364167385,682.0924389551801,33993.960803122565
t63,33311.871165406934,577.9962098175165,33889.86737522445
t64,33311.87380773177,188.57752683974104,33500.45133457151
t65,33311.96893570566,-11489.9826232259,21821.986312479763
t66,33311.97381394266,-11489.88291135441,21822.09090258825
t67,33311.97393385756,-11489.899139855273,21822.074794002285
t68,3565.663436138366,-11489.899427250539,-7924.235991112173
t69,33311.973864500294,-11489.900106995861,21822.073757504433
t70,33311.975116255635,-11489.90086245456,21822.074253801075
t71,33311.975311795,-11489.901527362354,21822.07378443265
t72,33311.97605184524,-11489.902656136306,21822.073395708932
t73,33311.97687956219,-11489.903402574315,21822.073476987876
t74,33311.97676523686,-11489.903303797,21822.07346143986
t75,33311.975146516445,-11489.902704888133,21822.072441628312
t76,33311.973515548496,-11489.904430183253,21822.06908536524
t77,33311.97679826291,-11489.966191094984,21822.01060716793
t78,33311.945839098786,-10928.491878793251,22383.453960305535
t79,33311.9530118993,-11489.966555926781,21821.986455972517
t80,33311.953119276775,-11489.953517013251,21821.999602263524
t81,33311.954472088575,-11489.874449751052,21822.080022337523
t82,33311.956565163506,-10302.708879290376,23009.24768587313
t83,33311.95661539394,3936.342328079454,37248.29894347339
t84,33311.95145407456,3896.8160183446835,37208.76747241924
t85,33311.938452472794,3976.8331573661562,37288.77160983895
t86,33311.94509817027,5636.5383605852785,38948.483458755545
t87,33311.95034156757,7935.860394318968,41247.81073588654
t88,33311.952726307674,11489.857114699602,44801.80984100728
t89,33311.94751013338,11489.941724458358,44801.88923459174
t90,33311.85914011141,11489.892054282687,44801.7511943941
t91,21181.035279698783,11489.889233842712,32670.924513541497
t92,-5917.910952000802,11489.888058421546,5571.977106420743
t93,15370.501587201416,11489.887457637886,26860.3890448393
t94,17675.72631928926,11489.887772851727,29165.61409214099
t95,20277.914574688406,11489.886869863976,31767.80144455238
t96,21000.377326006044,11489.885786041314,32490.26311204736
t97,21019.147121927726,11489.885489253835,32509.03261118156
t98,21000.30743437084,11489.884384820953,32490.191819191794
t99,20912.28798437167,11489.880198864825,32402.168183236492
t100,20576.764523851012,11489.869998825698,32066.634522676708
t101,16429.348951794647,11489.905974270268,27919.254926064918
t102,-33311.9211310548,11489.924338088304,-21821.996792966493
t103,-33311.93640847076,11489.946477714346,-21821.98993075642
t104,-33311.928085947446,11489.945321672754,-21821.98276427469
t105,-33311.92712645264,11489.945055922975,-21821.982070529666
t106,-33311.92812869461,11489.945084639718,-21821.983044054898
t107,-33311.92269636526,11489.945025442501,-21821.97767092276
t108,-33311.693084017024,11489.94508273864,-21821.748001278385
t109,-33311.93603266186,11489.944497348757,-21821.991535313107
t110,-33311.91431754319,11489.942289303513,-21821.972028239674
t111,-32901.806654818974,11489.924263054158,-21411.88239176482
t112,-33311.84996459126,11489.922289573462,-21821.927675017796
t113,-23091.52453013508,11489.871676839814,-11601.652853295267
t114,33310.03886286417,11489.769869911355,44799.80873277552
t115,-33311.91262382571,11489.749626864757,-21822.16299696095
t116,-33311.91240814491,11489.733833325636,-21822.178574819278
t117,-33311.912533067334,11489.739884099805,-21822.172648967527
t118,-33311.91183075817,11489.742917911304,-21822.168912846864
t119,-33311.91001474851,11489.744378545149,-21822.16563620336
t120,-33311.90966895636,11489.743607345836,-21822.166061610522
t121,-33311.90990147588,11489.74411187474,-21822.165789601146
t122,-33311.909648620196,11489.74526735999,-21822.164381260205
t123,-33311.90885246687,11489.744852447098,-21822.164000019773
t124,-33311.90753709628,11489.741455717713,-21822.16608137857
t125,-33311.9063675134,11489.623098090471,-21822.28326942293
t126,-30660.579448330158,-11489.473041244983,-42150.052489575144
