BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t52,372800.26913372497,287917.0080258191,-2.9742353712883953,0.0,0.0,0.0,9.30041276824873e-5,-33311.867292725554,-0.0,-623851.4939091479,146425.0515537099,312696.14630596066,-0.5021119672254323,0.0,0.0,0.0,9.824267564349731e-5,31349.718095437485,-0.0,-485882.81503465003,69012.95031272253,102350.32896401279,-0.4353216067028025,0.0,0.0,0.0,9.921599814648619e-5,1962.1491972880685,-0.0,-170351.73397805306
t53,377631.39994706505,283419.19067104836,-2.8885203623735887,0.0,0.0,0.0,9.381634461653748e-5,-33311.86552853977,-0.0,-624184.9075931876,248273.23812454732,227007.84142131158,-0.47577247878840956,0.0,0.0,0.0,9.83291874869512e-5,32482.52913722257,-0.0,-503175.5456231051,150383.1776542804,26049.429443291792,-0.5029281766595224,0.0,0.0,0.0,0.0001002597071229341,829.3363913171979,-0.0,-174288.11466548944
t54,626877.4819351365,58768.84444066544,-0.8226456881812837,0.0,0.0,0.0,9.273198815917068e-5,-33311.8282600301,-0.0,-648782.7895588104,583644.1629378144,0.5506968066799965,-75983.98197472244,0.0,0.0,0.0,9.718690764672281e-5,32333.10630507987,-0.0,-535403.7313964857,225682.42298583855,0.4400345329380164,-35980.07405992856,0.0,0.0,0.0,9.970275641892008e-5,978.7219549502333,-0.0,-187044.90393032954
t55,1.162128924764977e6,0.8859781999212308,-439181.70015318587,0.0,0.0,0.0,9.053379339003479e-5,-33311.87845732008,-0.0,-686084.8825887067,868641.835792776,0.5152905286713683,-310745.922034258,0.0,0.0,0.0,9.473844433527094e-5,32452.774449628305,-0.0,-585758.7605934164,292316.886712354,0.43728930867377996,-79862.87463872261,0.0,0.0,0.0,9.990653676460886e-5,859.104007691778,-0.0,-209673.01822153403
t56,1.5191947836287287e6,11672.249215912729,-757797.5888703095,0.0,0.0,0.0,8.827329919760379e-5,-33311.879320541615,-0.0,-736206.1569187522,1.1980844272713312e6,0.48498690183553417,-588020.4576125686,0.0,0.0,0.0,9.251240268062364e-5,32229.610777484068,-0.0,-637703.4396137529,349171.0588355778,0.43807431764362237,-113660.89419397218,0.0,0.0,0.0,0.00010047574614436707,1082.2685430575475,-0.0,-232951.12129908992
t57,1.6094066496884269e6,6843.518706857026,-778389.2079960956,0.0,0.0,0.0,8.571803700280378e-5,-33311.88068627419,-0.0,-800997.633346547,1.288316657598551e6,0.4525552999228781,-626453.4386489291,0.0,0.0,0.0,8.978396511856271e-5,32043.328399148704,-0.0,-689315.6823592326,385043.30030986125,0.44259267269754976,-131185.30783146905,0.0,0.0,0.0,0.00010001769496643401,1268.552287125487,-0.0,-251484.9137024362
t58,1.6824187432364563e6,6783.112645415352,-778495.7563767399,0.0,0.0,0.0,8.351072248092989e-5,-33311.878673151965,-0.0,-873842.7747974402,1.3429783310574277e6,0.43129616254145925,-627326.1361787312,0.0,0.0,0.0,8.761702810219204e-5,31794.67942437892,-0.0,-742856.0554988811,394203.3823322466,0.4452044834889109,-126719.24377443135,0.0,0.0,0.0,0.00010050005374022206,1517.1992487730477,-0.0,-265359.4406933385
t59,1.7556605294744251e6,7436.963079109851,-775784.1573840098,0.0,0.0,0.0,8.10271366053287e-5,-32262.437628665688,-0.0,-951499.4206197346,1.4666107274613888e6,0.06374317300165258,-677832.4613631339,0.0,0.0,0.0,8.576374467657877e-5,20772.53054344611,-0.0,-790599.9488642102,423464.4745656873,0.44659156226028746,-154319.68009858194,0.0,0.0,0.0,0.00010072218339545144,11489.907085219575,-0.0,-276992.41757056175
t60,1.7959523331201042e6,13515.129764732315,-745760.7845539592,0.0,0.0,0.0,7.929691380850995e-5,-29533.220147559365,-0.0,-1.0306219369494452e6,1.5121879806286073e6,0.06230918800786523,-677832.4693320082,0.0,0.0,0.0,8.390002628643324e-5,18043.31312262202,-0.0,-833447.9625452858,491128.920874126,0.4459395263421688,-213132.53771422378,0.0,0.0,0.0,0.00010026004372064717,11489.907024937345,-0.0,-285843.1994557389
t61,1.7888701078289202e6,22415.041836421184,-673786.1091046368,0.0,0.0,0.0,9.269418853340145e-5,-32475.309329168358,-0.0,-1.1014723448078935e6,1.5491562734000147e6,0.0693080259088603,-677832.407420764,0.0,0.0,0.0,8.234166215680282e-5,20985.40369629576,-0.0,-873358.4484158097,538407.9622110646,0.4424554944712603,-251863.60499147093,0.0,0.0,0.0,0.00010136326875264114,11489.905632872598,-0.0,-294390.24826318177
t62,1.8058408103071763e6,25623.03588259009,-632027.2948514955,0.0,0.0,0.0,8.987003127451509e-5,-33311.868364167385,-0.0,-1.162573276664076e6,1.4731601821599938e6,0.45798909438044844,-594624.7416169568,0.0,0.0,0.0,8.138000962309298e-5,32629.775925212205,-0.0,-906577.8987178539,528470.1930453985,0.4391558824558768,-223840.3348869563,0.0,0.0,0.0,0.0001003202558716242,682.0924389551801,-0.0,-301667.69280569535
t63,1.8206521389599314e6,27558.401322636397,-600279.5301545383,0.0,0.0,0.0,8.848264024257643e-5,-33311.871165406934,-0.0,-1.2110677221564793e6,1.2784074247210985e6,0.4967582774713266,-376873.24552511796,0.0,0.0,0.0,8.058084642702621e-5,32733.874955589417,-0.0,-929673.153376535,500211.9311308742,0.43575341634585046,-189950.66904055278,0.0,0.0,0.0,9.937144615254927e-5,577.9962098175165,-0.0,-307195.6348204594
t64,1.7762390895156316e6,31212.078965547127,-527638.8846935729,0.0,0.0,0.0,8.800954393385101e-5,-33311.87380773177,-0.0,-1.2429489685648324e6,1.0520344935867335e6,0.544063680489223,-133006.54764079666,0.0,0.0,0.0,8.017818728806553e-5,33123.29628089203,-0.0,-947564.2692597321,485331.49966368667,0.43302624972665615,-169943.42981509012,0.0,0.0,0.0,9.984276598427499e-5,188.57752683974104,-0.0,-311933.8708331143
t65,1.59916606814019e6,40521.35430913555,-341991.49223714543,0.0,0.0,0.0,8.745458839658855e-5,-33311.96893570566,-0.0,-1.2608325887553098e6,855825.36131819,58656.551154349625,-0.1885992227820086,0.0,0.0,0.0,8.032900797344133e-5,44801.95155893156,-0.0,-954696.538429385,455361.7537599674,0.42716556698071645,-125102.82732064695,0.0,0.0,0.0,9.868554287249905e-5,-11489.9826232259,-0.0,-315129.142810879
t66,1.2812213377865427e6,11215.960437207179,-1.8302828506013726,0.0,0.0,0.0,8.806776296471389e-5,-33311.97381394266,-0.0,-1.255572700463993e6,503117.4272237328,399124.8835488014,-0.17776353933632075,0.0,0.0,0.0,8.037518295615652e-5,44801.856725297075,-0.0,-942456.8392187519,282771.9283654411,44657.00120265352,-0.24916016136461647,0.0,0.0,0.0,9.873467622067553e-5,-11489.88291135441,-0.0,-312966.5632974109
t67,557702.2245859874,706245.5040153811,-1.9048510326871058,0.0,0.0,0.0,8.897444675330284e-5,-33311.97393385756,-0.0,-1.227083076013975e6,242866.74727842212,635724.2172591751,-0.1944547393733961,0.0,0.0,0.0,8.114787748890582e-5,44801.873073712835,-0.0,-918805.5093366741,106865.38252911597,213899.8365699,-0.17591145909923772,0.0,0.0,0.0,9.893487347552967e-5,-11489.899139855273,-0.0,-306302.6595719206
t68,373919.678083476,805139.5153664598,-0.020237643715037636,0.0,0.0,0.0,9.020340990734371e-5,-3565.663436138366,-0.0,-1.1798015665100613e6,205336.51293666675,673867.2394324668,-0.16912646757885363,0.0,0.0,0.0,8.254787045859773e-5,15055.562863388905,-0.0,-889672.0030674139,79044.86022499266,232255.94351290478,-0.19101376934516956,0.0,0.0,0.0,9.873338813956913e-5,-11489.899427250539,-0.0,-296838.33686972014
t69,386769.0349099407,776882.7573428069,-1.9568991491187866,0.0,0.0,0.0,9.0620270198496e-5,-33311.973864500294,-0.0,-1.1294733457554393e6,216157.01110413054,613819.6711486757,-0.1694673991636891,0.0,0.0,0.0,8.293665179099659e-5,44801.873971496156,-0.0,-870191.2373608112,88924.9537202622,217455.36665942788,-0.1975953789786647,0.0,0.0,0.0,9.84460493295256e-5,-11489.900106995861,-0.0,-291917.8610104247
t70,399477.8650775779,713547.4313758669,-2.2457525681551447,0.0,0.0,0.0,8.035756779023661e-5,-33311.975116255635,-0.0,-1.0788462023875404e6,215207.4185747823,564099.9260762082,-0.1618963708611586,0.0,0.0,0.0,8.463421776184003e-5,44801.875978710195,-0.0,-819521.9047767433,90616.20338867047,203608.73439024616,-0.20646040080331388,0.0,0.0,0.0,9.853027652828225e-5,-11489.90086245456,-0.0,-279762.46323949844
t71,417886.22746943275,606186.450504559,-2.0433909497735883,0.0,0.0,0.0,8.036931212319967e-5,-33311.975311795,-0.0,-989893.7308904508,211122.74281000122,497665.80316276447,-0.16193057373187286,0.0,0.0,0.0,8.7150059487126e-5,44801.876839157354,-0.0,-749003.104435777,91016.24723279,179566.12163933067,-0.19974641850149957,0.0,0.0,0.0,9.853742282539454e-5,-11489.901527362354,-0.0,-256119.88046866143
t72,427596.6901423167,502171.5094889394,-1.8366946294230904,0.0,0.0,0.0,8.267542094108315e-5,-33311.97605184524,-0.0,-895589.3949133436,213940.93796947674,434096.3994833068,-0.18063729354283947,0.0,0.0,0.0,8.895566735220772e-5,44801.878707981545,-0.0,-688251.8862796911,84422.3752946335,162572.07346061198,-0.18138570943030238,0.0,0.0,0.0,9.828192221559861e-5,-11489.902656136306,-0.0,-232531.9696518166
t73,431408.5065326167,418030.04335458914,-1.8369300581708337,0.0,0.0,0.0,8.50736641967364e-5,-33311.97687956219,-0.0,-815259.6911069374,219526.55593458324,383033.48039427167,-0.16055643155511223,0.0,0.0,0.0,9.082724520419576e-5,44801.88028213651,-0.0,-642774.6038792942,86140.44987904557,143468.33759909868,-0.18937798396304062,0.0,0.0,0.0,9.830420156155091e-5,-11489.903402574315,-0.0,-215146.2882823059
t74,436146.452963848,355100.04586753296,-1.9265116039217296,0.0,0.0,0.0,8.705203124622737e-5,-33311.97676523686,-0.0,-757067.5062184122,222460.3851473098,350476.53853905894,-0.12842873910497185,0.0,0.0,0.0,9.222012512665988e-5,44801.88006903386,-0.0,-613151.5096416088,90533.65994176951,127879.53366842389,-0.2059877228429358,0.0,0.0,0.0,9.815071775532866e-5,-11489.903303797,-0.0,-203950.68703702005
t75,444773.01488932857,305917.89271228464,-2.0591976743500755,0.0,0.0,0.0,8.852856339369471e-5,-33311.975146516445,-0.0,-716511.7555132314,222466.40772809595,330185.85963135667,-0.12341302249235657,0.0,0.0,0.0,9.268857298423175e-5,44801.87785140458,-0.0,-592866.8525794434,93511.93878397506,118535.03172654231,-0.23861754517234163,0.0,0.0,0.0,9.790180157422137e-5,-11489.902704888133,-0.0,-197584.44172770935
t76,449521.74594361207,277818.80752646714,-2.1250440928093304,0.0,0.0,0.0,9.02945656849489e-5,-33311.973515548496,-0.0,-693161.3006068609,222579.05397247753,321883.2584030363,-0.1816687148802821,0.0,0.0,0.0,9.320546584946977e-5,44801.87794573175,-0.0,-584676.8316261555,104773.21795350812,105098.96316043338,-0.21805156304771575,0.0,0.0,0.0,9.80987095598809e-5,-11489.904430183253,-0.0,-195409.71289113184
t77,458523.0717809146,265598.2670003898,-2.03671956790981,0.0,0.0,0.0,9.064883574556255e-5,-33311.97679826291,-0.0,-689942.1340023391,312066.4459822512,244061.189010577,-0.07669168710923192,0.0,0.0,0.0,9.347968265947875e-5,44801.94298935789,-0.0,-596342.3227256726,228773.72470863396,0.19881522996921805,-15700.517469866192,0.0,0.0,0.0,9.783646740157315e-5,-11489.966191094984,-0.0,-198611.05953045125
t78,710582.7611994618,30661.973705526434,-0.5815694382192743,0.0,0.0,0.0,8.99248495826344e-5,-33311.945839098786,-0.0,-707066.9506360362,584030.6700209802,0.0682145439382317,-2306.1364855655534,0.0,0.0,0.0,9.202012793349022e-5,44240.43771789204,-0.0,-621377.7963703355,424464.6965752737,0.18470308688461645,-200052.56004999075,0.0,0.0,0.0,9.775286781592763e-5,-10928.491878793251,-0.0,-210511.32151608067
t79,1.18114938926848e6,0.6162773000405135,-403939.31566200714,0.0,0.0,0.0,8.834869086055156e-5,-33311.9530118993,-0.0,-742966.406788248,775276.0329985614,0.19804604856438687,-148527.02529440855,0.0,0.0,0.0,9.029590153582927e-5,44801.91956782608,-0.0,-666963.8760970492,530870.0923643804,0.024287463750686262,-282748.4449709027,0.0,0.0,0.0,9.829653685167665e-5,-11489.966555926781,-0.0,-231930.5781579027
t80,1.425603599231057e6,19436.878307136296,-616289.5386689415,0.0,0.0,0.0,8.570892841043914e-5,-33311.953119276775,-0.0,-794507.5635313594,935194.6732357441,0.19953201285173375,-252741.40394507325,0.0,0.0,0.0,8.829123922517094e-5,44801.90663629003,-0.0,-722668.1071712195,554598.9746482895,0.0368824349387287,-282748.4019714703,0.0,0.0,0.0,9.898037115328305e-5,-11489.953517013251,-0.0,-255658.20619050533
t81,1.60865895840544e6,14327.611229964046,-719970.3923037227,0.0,0.0,0.0,8.302635935530544e-5,-33311.954472088575,-0.0,-868772.5873953183,1.1077937074538996e6,0.2149133672041406,-367593.0387906136,0.0,0.0,0.0,8.608532776866941e-5,44801.828921839624,-0.0,-780415.310261782,571427.5058587937,0.08718355749937512,-282748.08317438315,0.0,0.0,0.0,9.931225752103583e-5,-11489.874449751052,-0.0,-274216.29724007036
t82,1.7200032056071057e6,12203.09435316419,-739277.3255711006,0.0,0.0,0.0,8.072823895742778e-5,-33311.956565163506,-0.0,-958685.0603619707,1.2613566000758868e6,0.2404799202268121,-463539.0958533816,0.0,0.0,0.0,8.42753944125772e-5,43614.66544445388,-0.0,-836844.8568447307,581198.7613599976,0.28302305672498934,-278369.10390048136,0.0,0.0,0.0,0.00010018507739927594,-10302.708879290376,-0.0,-289554.8176656519
t83,1.8139389914869405e6,12094.031955823664,-740587.1661410779,0.0,0.0,0.0,7.90762130391691e-5,-33311.95661539394,-0.0,-1.0512016091712094e6,1.3378542113519947e6,0.2414668469368624,-475871.7650477791,0.0,0.0,0.0,8.295058357013451e-5,29375.614287314485,-0.0,-886770.741032301,559792.2195086955,0.20059115383755813,-256257.573940485,0.0,0.0,0.0,0.00010023937404515185,3936.342328079454,-0.0,-304498.4850901789
t84,1.916671012742244e6,10186.400802557304,-755937.3224964802,0.0,0.0,0.0,9.140764693855541e-5,-33311.95145407456,-0.0,-1.1366762310330567e6,1.3933628430154554e6,0.22355784971402293,-499941.3583713514,0.0,0.0,0.0,8.181491243681451e-5,29415.135435729877,-0.0,-918249.4341132775,530891.2423289827,0.2057482831199538,-213709.82573289913,0.0,0.0,0.0,0.00010029398832767207,3896.8160183446835,-0.0,-318105.726972675
t85,1.9919534692278968e6,9063.264462870244,-763178.0616563084,0.0,0.0,0.0,8.911414390803195e-5,-33311.938452472794,-0.0,-1.2035946568245536e6,1.4821886874916856e6,0.15109505774814094,-564491.9719746851,0.0,0.0,0.0,8.141171637333436e-5,29335.105295106638,-0.0,-942444.7506269389,484653.74388612335,0.19660897334877558,-154522.28286504353,0.0,0.0,0.0,0.00010085627443874229,3976.8331573661562,-0.0,-331135.876007476
t86,2.0225927383333016e6,11596.84819204801,-742683.2705258823,0.0,0.0,0.0,8.782096167219024e-5,-33311.94509817027,-0.0,-1.257262762931367e6,1.477094242733604e6,0.16133255250833217,-542880.910680741,0.0,0.0,0.0,8.116492602645927e-5,27675.40673758499,-0.0,-957301.6299650803,425453.03977711615,0.1945773080144962,-85263.3422689223,0.0,0.0,0.0,0.00010107150284435431,5636.5383605852785,-0.0,-342853.89814646484
t87,1.9856460949365513e6,16574.3914700693,-676746.7503595981,0.0,0.0,0.0,8.699382468086622e-5,-33311.95034156757,-0.0,-1.2912307191208655e6,1.4787066784962818e6,0.2004089998920788,-535702.4544148865,0.0,0.0,0.0,8.093068319113124e-5,25376.089947248605,-0.0,-963793.2037686456,360876.249883312,0.1941618875171715,-14274.920808390463,0.0,0.0,0.0,0.00010048796674916084,7935.860394318968,-0.0,-351564.96281588427
t88,1.848243598558195e6,21540.114928332165,-523161.31783166225,0.0,0.0,0.0,8.66780436600729e-5,-33311.952726307674,-0.0,-1.312379494010215e6,1.3942596638454963e6,0.23291232399578363,-448142.53213561425,0.0,0.0,0.0,8.100539001149405e-5,21822.09561160807,-0.0,-963351.9701674723,287189.76691170974,60863.21418062118,-0.10479029100668563,0.0,0.0,0.0,0.00010061789486495579,11489.857114699602,-0.0,-356570.4839369453
t89,1.6499713359086039e6,24957.164059477964,-320211.9363210334,0.0,0.0,0.0,8.641314555329782e-5,-33311.94751013338,-0.0,-1.3204733986158697e6,1.2060772814604347e6,0.21398880399687348,-285527.6449480099,0.0,0.0,0.0,8.170252340478601e-5,21822.00578567502,-0.0,-937784.5984830386,204217.72778264078,145700.1293391219,-0.1428413702107415,0.0,0.0,0.0,0.00010022270234487505,11489.941724458358,-0.0,-358435.4050342339
t90,1.338330965391179e6,0.7092114609311064,-0.6444601741245823,0.0,0.0,0.0,8.724308956376864e-5,-33311.85914011141,-0.0,-1.309327034247713e6,820092.6761788045,71595.80363225868,-0.16772709853947199,0.0,0.0,0.0,8.21188019988486e-5,21821.96708582872,-0.0,-908923.0855295704,143326.28562833826,202236.0986901017,-0.1504959272324318,0.0,0.0,0.0,9.899358953137714e-5,11489.892054282687,-0.0,-354079.87269952416
t91,641754.6049505807,648481.329129027,-0.20244421209103408,0.0,0.0,0.0,8.845172198047288e-5,-21181.035279698783,-0.0,-1.2735770394021398e6,342350.6617196139,519805.3882361816,-0.20837476927088655,0.0,0.0,0.0,8.309602899683001e-5,9691.14604585607,-0.0,-867259.7538461657,115603.1431684049,219966.41656464565,-0.14591762503149122,0.0,0.0,0.0,9.943896463226813e-5,11489.889233842712,-0.0,-344087.05444206606
t92,424536.22071097523,792061.017842677,-0.21910130535515232,0.0,0.0,0.0,8.939001568905441e-5,5917.910952000802,-0.0,-1.2270543334550061e6,242450.11978355798,607873.5722020395,-0.21489223302993762,0.0,0.0,0.0,8.44306380219579e-5,-17407.79901042235,-0.0,-828328.4439124926,110154.61399335627,211941.3526712077,-0.1508720011628317,0.0,0.0,0.0,9.953908357226003e-5,11489.888058421546,-0.0,-330613.45511377306
t93,418996.1456988638,773116.3716857122,-0.23393457751962354,0.0,0.0,0.0,9.046176331999087e-5,-15370.501587201416,-0.0,-1.1812904310646525e6,252687.49959456097,541333.1757670762,-0.21799764263137583,0.0,0.0,0.0,8.558237594766483e-5,3880.61412956353,-0.0,-793313.8377262221,114547.79978224813,197421.71811718197,-0.1598066043413645,0.0,0.0,0.0,9.941323463555252e-5,11489.887457637886,-0.0,-320486.99430211185
t94,411613.37932157016,733927.3124983986,-0.24121907510388754,0.0,0.0,0.0,9.065021481526564e-5,-17675.72631928926,-0.0,-1.132422332305653e6,249198.51582158284,472699.27260957344,-0.21920010049389477,0.0,0.0,0.0,8.820285720343252e-5,6185.838546437533,-0.0,-723496.175710408,118700.17335876694,177876.15975169456,-0.16481121362394607,0.0,0.0,0.0,9.988446633464238e-5,11489.887772851727,-0.0,-305093.80192253814
t95,415981.6256117709,652296.3221774596,-0.2839090852523999,0.0,0.0,0.0,8.146034434394382e-5,-20277.914574688406,-0.0,-1.0525640064663375e6,249929.854837201,377861.142579984,-0.21683008848132765,0.0,0.0,0.0,9.211734770837366e-5,8788.02770482443,-0.0,-631991.579982124,123790.77771866426,147818.69615902752,-0.15894654218687648,0.0,0.0,0.0,9.965217397054778e-5,11489.886869863976,-0.0,-280126.9429327796
t96,424328.7629303408,555626.1453647909,-0.18451574411422317,0.0,0.0,0.0,8.116130559436335e-5,-21000.377326006044,-0.0,-963531.0558041348,245425.30636816088,323636.1155457895,-0.21577980047464537,0.0,0.0,0.0,9.441757172157624e-5,9510.49153996473,-0.0,-573984.4721675827,125821.4674459162,119982.85094044168,-0.16124337549726062,0.0,0.0,0.0,9.90906946828692e-5,11489.885786041314,-0.0,-254321.78064847444
t97,435267.006968642,465714.6491891009,-0.19850883098953762,0.0,0.0,0.0,8.336414469523734e-5,-21019.147121927726,-0.0,-884552.252269269,252398.4473443415,272859.31709772756,-0.21618956131807368,0.0,0.0,0.0,9.653863308350319e-5,9529.261632673892,-0.0,-530199.5926210018,119910.53053546404,105136.6661597541,-0.15975012481349105,0.0,0.0,0.0,9.934290869663622e-5,11489.885489253835,-0.0,-233564.66211611318
t98,458709.6182705929,378507.27781581454,-0.1737482915345383,0.0,0.0,0.0,8.549124029435249e-5,-21000.30743437084,-0.0,-820824.250523325,260594.23179930856,235657.64869985654,-0.21104264127267558,0.0,0.0,0.0,9.776621164667258e-5,9510.423049549887,-0.0,-501174.88367805834,122420.24028707806,87482.81954270788,-0.15605306957390908,0.0,0.0,0.0,9.95552341924709e-5,11489.884384820953,-0.0,-218420.53086028155
t99,481891.83491548855,306168.59362310334,-0.1815873568146522,0.0,0.0,0.0,8.701657124397341e-5,-20912.28798437167,-0.0,-771777.9478987181,264593.44351880014,212138.74047950128,-0.20293306810656878,0.0,0.0,0.0,9.799946167247963e-5,9422.407785506844,-0.0,-481567.18775741936,122517.48459301145,77113.31494292287,-0.14697729202317422,0.0,0.0,0.0,9.912938963560131e-5,11489.880198864825,-0.0,-208148.2781713079
t100,499354.4634659994,254693.7126902612,-0.21805599700626377,0.0,0.0,0.0,8.85947196118397e-5,-20576.764523851012,-0.0,-738137.6568814653,266630.00975700514,199134.82866110103,-0.18636039412975214,0.0,0.0,0.0,9.852834867716172e-5,9086.894525025315,-0.0,-470264.3544122915,131015.6977299009,62388.57957077251,-0.14297942962783033,0.0,0.0,0.0,9.987209408221023e-5,11489.869998825698,-0.0,-201921.750077755
t101,516735.87795931095,213907.46361699875,-0.16918880313849594,0.0,0.0,0.0,8.939705260336264e-5,-16429.348951794647,-0.0,-718966.3700491793,418146.9421076834,48066.11484876682,-0.0736533472888009,0.0,0.0,0.0,9.912444204519087e-5,4939.442977524379,-0.0,-466565.2453175224,173692.41338754716,16006.287723948777,-0.12489974341792531,0.0,0.0,0.0,0.00010052849088007031,11489.905974270268,-0.0,-198216.20652939667
t102,669929.589181606,0.22832737650899426,-0.29652681812912224,0.0,0.0,0.0,8.979430690375304e-5,33311.9211310548,-0.0,-707549.8256267145,981960.9456337492,0.056985061731962175,-449902.4813280763,0.0,0.0,0.0,9.975144283446516e-5,-44801.8454691431,-0.0,-468306.00253859017,232642.5625607945,0.09166907428832423,-42105.58665849968,0.0,0.0,0.0,0.00010030359833293351,11489.924338088304,-0.0,-199054.5098239433
t103,876684.4328550545,0.15085782458796904,-194241.2867649096,0.0,0.0,0.0,8.949820369330241e-5,33311.93640847076,-0.0,-714890.675187383,1.2372112671114004e6,0.09705363313342218,-677832.2839427225,0.0,0.0,0.0,9.92414276477165e-5,-44801.88288618511,-0.0,-495626.22003590467,350200.10539580724,0.2603924836016523,-146092.51590214242,0.0,0.0,0.0,0.0001010397622238895,11489.946477714346,-0.0,-212625.30373711133
t104,1.0234666943150945e6,0.32485638166720404,-299088.2984549243,0.0,0.0,0.0,8.750763541574987e-5,33311.928085947446,-0.0,-756826.0687230731,1.282084062551273e6,0.12140621954393366,-677832.2597588015,0.0,0.0,0.0,9.777153980588682e-5,-44801.8734076202,-0.0,-540499.072845653,438195.73741797986,0.2639047071130135,-211569.35608412116,0.0,0.0,0.0,0.00010153851426774066,11489.945321672754,-0.0,-235144.07412033147
t105,1.2592574324976907e6,0.31590077782566567,-452485.60098854906,0.0,0.0,0.0,8.422750336547797e-5,33311.92712645264,-0.0,-839219.4882634495,1.3340469024391624e6,0.11455145110736319,-677832.268483868,0.0,0.0,0.0,9.496258138931002e-5,-44801.87218237561,-0.0,-592461.8847537088,479098.6410516998,0.26709109938666276,-228349.7657138287,0.0,0.0,0.0,0.00010178977628883515,11489.945055922975,-0.0,-259266.55515398868
t106,1.56167946881819e6,0.3040025328998312,-659470.7746882505,0.0,0.0,0.0,8.094413999529697e-5,33311.92812869461,-0.0,-934656.281063933,1.382068848214307e6,0.11224300116821703,-677832.2721129977,0.0,0.0,0.0,9.302669103295414e-5,-44801.87321333433,-0.0,-640483.8157307362,483023.67746881006,0.2686727939502198,-212580.73962967636,0.0,0.0,0.0,0.00010273368366996155,11489.945084639718,-0.0,-278960.6079142799
t107,1.7748076645112443e6,0.40617064608285347,-776824.5171630863,0.0,0.0,0.0,7.9226854459365e-5,33311.92269636526,-0.0,-1.0304322360602502e6,1.4211573007638287e6,0.11233085265861961,-677832.2745379971,0.0,0.0,0.0,9.098610723669855e-5,-44801.867721807765,-0.0,-679572.2773579779,468318.17122316384,0.269366864299156,-184049.2943215989,0.0,0.0,0.0,0.00010324296782024003,11489.945025442501,-0.0,-292786.5376127447
t108,1.8897372549707529e6,0.049469416552055695,-805139.3882641825,0.0,0.0,0.0,9.186681225579441e-5,33311.693084017024,-0.0,-1.117039314745474e6,1.452635759943637e6,0.11367032790569585,-677832.2682237024,0.0,0.0,0.0,8.963709762211033e-5,-44801.63816675566,-0.0,-711050.9704389544,498329.95144872833,0.2660185808174093,-204286.92650497242,0.0,0.0,0.0,0.00010325738856932907,11489.94508273864,-0.0,-302560.6680542342
t109,1.9571511373808444e6,0.39564478521678553,-804932.1541991137,0.0,0.0,0.0,8.945256676859595e-5,33311.93603266186,-0.0,-1.1846648074876068e6,1.4786264505137657e6,0.1150538136405261,-677832.2615358927,0.0,0.0,0.0,8.893507354463158e-5,-44801.88053001062,-0.0,-737041.442836842,521483.9052163385,0.24976031775897037,-220971.30470573818,0.0,0.0,0.0,0.00010402384915076952,11489.944497348757,-0.0,-309030.1826099745
t110,2.005255974622654e6,0.20204955944973835,-805138.0568207664,0.0,0.0,0.0,8.82724532338085e-5,33311.91431754319,-0.0,-1.232561407753456e6,1.5010447362731474e6,0.10576845893279008,-677832.2896642708,0.0,0.0,0.0,8.799698312137397e-5,-44801.856606846704,-0.0,-759459.7363539968,503007.2018102492,0.2611637861296987,-197562.0221069625,0.0,0.0,0.0,0.00010406216627616492,11489.942289303513,-0.0,-313962.80779237935
t111,2.0393271089898166e6,0.044680019494558944,-805139.3689903653,0.0,0.0,0.0,8.762087529106839e-5,32901.806654818974,-0.0,-1.26621894430609e6,1.2938304132722095e6,0.9168916765405472,-454649.1358585636,0.0,0.0,0.0,8.663958170599898e-5,-44391.73091787313,-0.0,-775839.7782605725,477577.39444156154,0.2639692798046594,-169009.85701084184,0.0,0.0,0.0,0.00010351998596093685,11489.924263054158,-0.0,-317085.18383148784
t112,1.9396179270549545e6,0.3096463117038014,-683473.3707664906,0.0,0.0,0.0,8.714178224781699e-5,33311.84996459126,-0.0,-1.2885921522075164e6,1.03037610162886e6,1.1236256068329147,-178811.3058282056,0.0,0.0,0.0,8.563958407217001e-5,-44801.77225416472,-0.0,-787813.5284513202,381774.90877143067,0.26363585757137487,-71470.04770726366,0.0,0.0,0.0,0.00010322080325970692,11489.922289573462,-0.0,-318822.53703612793
t113,1.753542848300949e6,0.34597869673707504,-478543.6766179886,0.0,0.0,0.0,8.704544922307915e-5,23091.52453013508,-0.0,-1.2972264169217874e6,832890.9112283483,0.752772096662408,-0.6134813274396236,0.0,0.0,0.0,8.54670278512737e-5,-34581.396206974896,-0.0,-793718.8055519566,266630.84210727824,43650.30996300989,-0.36325481794193487,0.0,0.0,0.0,0.00010221663304946517,11489.871676839814,-0.0,-318798.2383899092
