Segment,1,1,1,Total
Zone,1,2,3,0
AnnualSum,0.7564091963559928,0.7895087188047737,0.8778342984408888,2.4237522136016554
t1,8.242248963367406e-5,9.104874859197193e-5,9.086764266605326e-5,0.00026433888089169924
t2,8.531688908203803e-5,9.458137789533293e-5,9.40892702270191e-5,0.0002739875372043901
t3,8.692330670060246e-5,9.600901241360299e-5,9.546953737231713e-5,0.0002784018564865226
t4,8.906663408915506e-5,9.783739569783701e-5,9.723414147115392e-5,0.000284138171258146
t5,8.941003936687933e-5,9.887107241164955e-5,9.984860007666835e-5,0.0002881297118551972
t6,8.861642292542551e-5,9.925919598934028e-5,0.00010216772810841206,0.00029004334702317785
t7,8.713382980435524e-5,9.80261818836501e-5,0.00010228376576494601,0.0002874437774529514
t8,8.529762067065111e-5,9.674005091047787e-5,0.00010238342183029116,0.0002844210934114202
t9,8.359064414287655e-5,9.508645258671733e-5,0.00010253400982335398,0.00028121110655294785
t10,8.210761578268947e-5,9.405432556666765e-5,0.00010307729289206665,0.00027923923424142376
t11,8.099657259243603e-5,9.334831746416703e-5,0.00010338456009136598,0.000277729450147969
t12,8.00422682065971e-5,9.242751074517298e-5,0.00010335385546886564,0.00027582363442063573
t13,7.972959915035457e-5,9.210070506402508e-5,0.00010359937595186957,0.0002754296801662492
t14,7.9401618764107e-5,9.179175797996947e-5,0.0001034716449248802,0.00027466502166895667
t15,7.893005305243768e-5,9.07961505370048e-5,0.00010281741534681701,0.0002725436189362595
t16,7.880678480850734e-5,9.015715637332076e-5,0.0001025008183850672,0.0002714647595668953
t17,9.294499698425185e-5,8.933304598665449e-5,0.00010134012322148715,0.00028361816619239347
t18,9.259361971992331e-5,8.863331531399838e-5,9.95190031932457e-5,0.0002807459382271674
t19,8.11024025126894e-5,8.960088723538295e-5,9.895616640332919e-5,0.00026965945615140154
t20,8.019328287193956e-5,9.094596164895859e-5,9.875295998798241e-5,0.00026989220450888057
t21,8.052788050191558e-5,9.063288309870886e-5,9.819481195092677e-5,0.00026935557555155123
t22,8.1201830728489e-5,9.247779508208738e-5,9.863511415641542e-5,0.00027231473996699177
t23,8.30883581501791e-5,9.47585585879382e-5,9.828120353466622e-5,0.0002761281202727835
t24,8.519435026904457e-5,9.630110157534503e-5,9.854260183232991e-5,0.0002800380536767195
t25,8.871696210102834e-5,9.804484109707702e-5,9.975081547046348e-5,0.00028651261866856885
t26,9.075527848523492e-5,9.907569919442635e-5,9.915748163157001e-5,0.0002889884593112313
t27,9.162098176886058e-5,9.883668625450688e-5,9.844340249158586e-5,0.0002889010705149533
t28,9.249961390772886e-5,9.926317236816494e-5,9.919918466421451e-5,0.0002909619709401083
t29,9.234715119420877e-5,9.960624239759011e-5,0.00010107170739465004,0.00029302510098644895
t30,9.132902229016049e-5,9.935672364540517e-5,0.00010264720585003055,0.0002933329517855962
t31,9.007575970625294e-5,9.786370111927674e-5,0.00010193498383933767,0.00028987444466486734
t32,8.880765989869857e-5,9.614920115046502e-5,0.00010183411732588547,0.00028679097837504904
t33,8.676377392045034e-5,9.412755088851276e-5,0.00010186247250552015,0.00028275379731448327
t34,8.438775889568032e-5,9.27899911790297e-5,0.00010243756671538893,0.0002796153167900989
t35,8.271006206569967e-5,9.161151941252502e-5,0.00010265101939067811,0.0002769726008689028
t36,8.128017245293001e-5,9.036881065846966e-5,0.00010251223316089266,0.00027416121627229237
t37,8.03265529585594e-5,8.961293314334922e-5,0.00010297401624777231,0.0002729135023496809
t38,7.946901238092352e-5,8.8648430933427e-5,0.00010319215945887462,0.0002713096027732252
t39,7.850299886508366e-5,8.698629576225457e-5,0.00010267604828459184,0.0002681653429119301
t40,9.227048406041324e-5,8.619628181854213e-5,0.00010208767490931184,0.00028055444078826724
t41,9.005962777623247e-5,8.559067803642079e-5,0.00010096111816353049,0.00027661142397618376
t42,9.022133585170052e-5,8.46197076535573e-5,9.890056128010783e-5,0.00027374160478536565
t43,9.080004504058087e-5,8.560221430681517e-5,9.906580674963572e-5,0.0002754680660970318
t44,8.119335168181078e-5,8.712405352291676e-5,9.940551411429161e-5,0.00026772291931901915
t45,8.031599141181003e-5,8.780719218764759e-5,9.906957977235176e-5,0.0002671927633718094
t46,8.093547560710087e-5,8.941665649760873e-5,9.937820873986949e-5,0.0002697303408445791
t47,8.302610980545378e-5,9.205232018868274e-5,9.908876284437503e-5,0.00027416719283851156
t48,8.594068018835964e-5,9.426664982629977e-5,9.876815970461212e-5,0.00027897548971927153
t49,8.870043805734168e-5,9.679990341128039e-5,9.928472157680664e-5,0.0002847850630454287
t50,9.065446470824961e-5,9.789458236785843e-5,9.949141999145214e-5,0.0002880404670675602
t51,9.168221248684288e-5,9.791356176349482e-5,9.866562199467344e-5,0.00028826139624501114
t52,9.30041276824873e-5,9.824267564349731e-5,9.921599814648619e-5,0.0002904628014724708
t53,9.381634461653748e-5,9.83291874869512e-5,0.0001002597071229341,0.00029240523922642277
t54,9.273198815917068e-5,9.718690764672281e-5,9.970275641892008e-5,0.00028962165222481354
t55,9.053379339003479e-5,9.473844433527094e-5,9.990653676460886e-5,0.0002851787744899146
t56,8.827329919760379e-5,9.251240268062364e-5,0.00010047574614436707,0.0002812614480225945
t57,8.571803700280378e-5,8.978396511856271e-5,0.00010001769496643401,0.0002755196970878005
t58,8.351072248092989e-5,8.761702810219204e-5,0.00010050005374022206,0.000271627804323344
t59,8.10271366053287e-5,8.576374467657877e-5,0.00010072218339545144,0.0002675130646773589
t60,7.929691380850995e-5,8.390002628643324e-5,0.00010026004372064717,0.0002634569838155904
t61,9.269418853340145e-5,8.234166215680282e-5,0.00010136326875264114,0.0002763991194428454
t62,8.987003127451509e-5,8.138000962309298e-5,0.0001003202558716242,0.0002715702967692323
t63,8.848264024257643e-5,8.058084642702621e-5,9.937144615254927e-5,0.0002684349328221519
t64,8.800954393385101e-5,8.017818728806553e-5,9.984276598427499e-5,0.0002680304972061915
